Country,Year,Measure_group,OBS_VALUE_use
Georgia,1990,Domestic/Public Use,556.0
Georgia,1995,Domestic/Public Use,422.0
Georgia,1999,Domestic/Public Use,459.39999389648
Georgia,2000,Domestic/Public Use,493.8
Georgia,2001,Domestic/Public Use,568.3
Georgia,2002,Domestic/Public Use,594.0
Georgia,2003,Domestic/Public Use,565.0
Georgia,2004,Domestic/Public Use,551.0
Georgia,2005,Domestic/Public Use,551.0
Georgia,2006,Domestic/Public Use,466.0
Georgia,2007,Domestic/Public Use,451.0
Georgia,2008,Domestic/Public Use,465.0
Georgia,2009,Domestic/Public Use,509.0
Georgia,2010,Domestic/Public Use,782.0
Georgia,2011,Domestic/Public Use,676.0
Georgia,2012,Domestic/Public Use,726.0
Georgia,2013,Domestic/Public Use,693.0
Georgia,2014,Domestic/Public Use,690.0
Georgia,2015,Domestic/Public Use,913.2
Georgia,2016,Domestic/Public Use,890.1
Georgia,2017,Domestic/Public Use,888.2
Georgia,2018,Domestic/Public Use,799.7
Georgia,2019,Domestic/Public Use,816.9
Georgia,2020,Domestic/Public Use,760.1
Georgia,2021,Domestic/Public Use,931.5
Germany,1991,Domestic/Public Use,9876.0
Germany,1991,Industry,1753.0
Germany,1991,Services,575.0
Germany,1995,Domestic/Public Use,5094.0
Germany,1995,Energy Production,45.0
Germany,1995,Industry,1521.3
Germany,1998,Domestic/Public Use,4859.0
Germany,1998,Energy Production,46.0
Germany,1998,Industry,1459.0
Germany,2001,Domestic/Public Use,8553.0
Germany,2001,Energy Production,36.0
Germany,2001,Industry,1154.6
Germany,2004,Domestic/Public Use,8481.0
Germany,2004,Energy Production,39.6
Germany,2004,Industry,1130.3
Germany,2007,Industry,330.8
Germany,2010,Agriculture,1.4
Germany,2010,Domestic/Public Use,7689.503000000001
Germany,2010,Energy Production,35.235
Germany,2010,Industry,1163.598
Germany,2010,Services,18.313
Germany,2011,Domestic/Public Use,3564.756
Germany,2011,Energy Production,34.004
Germany,2011,Industry,744.566
Germany,2012,Domestic/Public Use,3552.646
Germany,2012,Energy Production,34.35
Germany,2012,Industry,798.726
Germany,2013,Agriculture,6.0
Germany,2013,Domestic/Public Use,7636.815
Germany,2013,Energy Production,35.184
Germany,2013,Industry,1315.288
Germany,2013,Services,80.48
Germany,2014,Domestic/Public Use,3585.534
Germany,2014,Energy Production,30.64223
Germany,2014,Industry,776.997601
Germany,2015,Domestic/Public Use,3630.533
Germany,2015,Energy Production,26.72284
Germany,2015,Industry,712.067766
Germany,2016,Agriculture,10.30973
Germany,2016,Domestic/Public Use,7838.2080000000005
Germany,2016,Energy Production,23.28717
Germany,2016,Industry,1042.200989
Germany,2016,Services,101.4692
Germany,2017,Domestic/Public Use,3735.349
Germany,2017,Energy Production,26.43942
Germany,2017,Industry,689.183573
Germany,2018,Domestic/Public Use,3795.166
Germany,2018,Energy Production,29.69336
Germany,2018,Industry,688.076443
Germany,2019,Agriculture,17.32943
Germany,2019,Domestic/Public Use,8226.446
Germany,2019,Energy Production,29.47439
Germany,2019,Industry,1048.35422
Germany,2019,Services,123.4841
Greece,1980,Domestic/Public Use,750.0
Greece,1997,Domestic/Public Use,670.0
Greece,2000,Domestic/Public Use,906.8
Greece,2000,Services,205.4
Greece,2001,Domestic/Public Use,869.9000000000001
Greece,2001,Services,204.5
Greece,2002,Domestic/Public Use,875.9
Greece,2002,Services,205.7
Greece,2003,Domestic/Public Use,1001.0999999999999
Greece,2003,Services,214.5
Greece,2004,Domestic/Public Use,1029.8
Greece,2004,Services,215.3
Greece,2005,Domestic/Public Use,1071.8000000000002
Greece,2005,Services,214.6
Greece,2006,Domestic/Public Use,1072.6
Greece,2006,Services,213.3
Greece,2007,Domestic/Public Use,1020.4000000000001
Greece,2007,Services,230.7
Greece,2010,Energy Production,0.14
Greece,2010,Industry,10.13
Greece,2011,Agriculture,0.0
Greece,2011,Domestic/Public Use,2164.52
Greece,2011,Energy Production,0.45
Greece,2011,Industry,181.67000000000002
Greece,2011,Services,31.8
Greece,2012,Agriculture,0.0
Greece,2012,Domestic/Public Use,2163.44
Greece,2012,Energy Production,0.37
Greece,2012,Industry,179.59
Greece,2012,Services,31.8
Greece,2013,Agriculture,0.0
Greece,2013,Domestic/Public Use,2164.32
Greece,2013,Energy Production,0.36
Greece,2013,Industry,181.36
Greece,2013,Services,31.8
Greece,2014,Agriculture,0.0
Greece,2014,Domestic/Public Use,2167.12
Greece,2014,Energy Production,0.2
Greece,2014,Industry,187.12
Greece,2014,Services,31.8
Greece,2015,Agriculture,0.0
Greece,2015,Domestic/Public Use,2168.07
Greece,2015,Energy Production,0.22
Greece,2015,Industry,189.0
Greece,2015,Services,31.8
Greece,2016,Agriculture,0.0
Greece,2016,Domestic/Public Use,2441.7039999999997
Greece,2016,Energy Production,0.27
Greece,2016,Industry,287.11
Greece,2017,Agriculture,0.0
Greece,2017,Domestic/Public Use,2437.504
Greece,2017,Energy Production,0.29
Greece,2017,Industry,278.69
Greece,2018,Agriculture,0.0
Greece,2018,Domestic/Public Use,2439.3940000000002
Greece,2018,Energy Production,0.28
Greece,2018,Industry,282.48
Greece,2019,Agriculture,0.0
Greece,2019,Domestic/Public Use,2440.004
Greece,2019,Energy Production,0.36
Greece,2019,Industry,283.62
Greece,2020,Agriculture,0.0
Greece,2020,Domestic/Public Use,2440.077
Greece,2020,Energy Production,0.31
Greece,2020,Industry,283.81
Greece,2021,Agriculture,0.0
Greece,2021,Domestic/Public Use,2439.2250000000004
Greece,2021,Energy Production,0.3606891
Greece,2021,Industry,282.0607
Greece,2022,Agriculture,0.0
Greece,2022,Domestic/Public Use,2436.865
Greece,2022,Energy Production,0.200755
Greece,2022,Industry,277.5008
Hungary,1970,Agriculture,15.8
Hungary,1970,Domestic/Public Use,725.0
Hungary,1970,Energy Production,3.4
Hungary,1970,Industry,237.7
Hungary,1970,Services,87.0
Hungary,1975,Agriculture,18.2
Hungary,1975,Domestic/Public Use,955.9000000000001
Hungary,1975,Energy Production,3.9
Hungary,1975,Industry,272.6
Hungary,1975,Services,109.3
Hungary,1990,Domestic/Public Use,1490.4
Hungary,1992,Agriculture,21.1
Hungary,1992,Domestic/Public Use,1438.0
Hungary,1992,Energy Production,13.9
Hungary,1992,Industry,354.4
Hungary,1992,Services,24.8
Hungary,1993,Agriculture,36.0
Hungary,1993,Domestic/Public Use,1245.8
Hungary,1993,Energy Production,29.6
Hungary,1993,Industry,306.4
Hungary,1993,Services,24.0
Hungary,1994,Agriculture,0.0
Hungary,1994,Domestic/Public Use,1110.2
Hungary,1994,Energy Production,12.4
Hungary,1994,Industry,160.6
Hungary,1994,Services,133.9
Hungary,1995,Agriculture,0.0
Hungary,1995,Domestic/Public Use,1083.0
Hungary,1995,Energy Production,14.6
Hungary,1995,Industry,192.8
Hungary,1995,Services,164.9
Hungary,1996,Agriculture,0.0
Hungary,1996,Domestic/Public Use,977.8
Hungary,1996,Energy Production,11.6
Hungary,1996,Industry,126.1
Hungary,1996,Services,116.3
Hungary,1997,Agriculture,0.0
Hungary,1997,Domestic/Public Use,940.7
Hungary,1997,Energy Production,13.1
Hungary,1997,Industry,122.4
Hungary,1997,Services,112.0
Hungary,1998,Agriculture,0.0
Hungary,1998,Domestic/Public Use,927.0
Hungary,1998,Energy Production,12.3
Hungary,1998,Industry,102.5
Hungary,1998,Services,115.1
Hungary,1999,Agriculture,2.0
Hungary,1999,Domestic/Public Use,904.7
Hungary,1999,Energy Production,8.6
Hungary,1999,Industry,82.8
Hungary,1999,Services,119.6
Hungary,2000,Domestic/Public Use,948.2
Hungary,2001,Domestic/Public Use,907.4
Hungary,2002,Domestic/Public Use,927.5
Hungary,2003,Domestic/Public Use,955.8
Hungary,2004,Domestic/Public Use,904.8
Hungary,2005,Agriculture,2.6
Hungary,2005,Domestic/Public Use,884.0999999999999
Hungary,2005,Energy Production,0.5
Hungary,2005,Industry,55.699999999999996
Hungary,2005,Services,102.7
Hungary,2006,Domestic/Public Use,370.143
Hungary,2007,Domestic/Public Use,375.656
Hungary,2008,Domestic/Public Use,853.803
Hungary,2009,Domestic/Public Use,841.779
Hungary,2010,Agriculture,1.9
Hungary,2010,Domestic/Public Use,796.1
Hungary,2010,Energy Production,0.2
Hungary,2010,Industry,69.6
Hungary,2010,Services,48.8
Hungary,2011,Agriculture,1.8
Hungary,2011,Domestic/Public Use,793.9
Hungary,2011,Energy Production,0.1
Hungary,2011,Industry,70.1
Hungary,2011,Services,49.3
Hungary,2012,Agriculture,1.7
Hungary,2012,Domestic/Public Use,793.6
Hungary,2012,Energy Production,0.1
Hungary,2012,Industry,66.6
Hungary,2012,Services,47.7
Hungary,2013,Agriculture,1.184
Hungary,2013,Domestic/Public Use,767.256
Hungary,2013,Energy Production,0.063
Hungary,2013,Industry,64.113
Hungary,2013,Services,45.697
Hungary,2014,Agriculture,1.152
Hungary,2014,Domestic/Public Use,753.115
Hungary,2014,Energy Production,0.041
Hungary,2014,Industry,62.224
Hungary,2014,Services,45.214
Hungary,2015,Agriculture,1.207
Hungary,2015,Domestic/Public Use,776.925
Hungary,2015,Energy Production,0.022
Hungary,2015,Industry,65.055
Hungary,2015,Services,47.441
Hungary,2016,Agriculture,1.19
Hungary,2016,Domestic/Public Use,777.442
Hungary,2016,Energy Production,0.017
Hungary,2016,Industry,64.30799999999999
Hungary,2016,Services,47.153
Hungary,2017,Agriculture,1.23
Hungary,2017,Domestic/Public Use,793.6279999999999
Hungary,2017,Energy Production,0.092
Hungary,2017,Industry,66.331
Hungary,2017,Services,50.759
Hungary,2018,Agriculture,1.5141
Hungary,2018,Domestic/Public Use,798.5086
Hungary,2018,Energy Production,0.0811
Hungary,2018,Industry,70.3524
Hungary,2018,Services,48.4113
Hungary,2019,Agriculture,1.4982
Hungary,2019,Domestic/Public Use,812.2272
Hungary,2019,Energy Production,0.0859
Hungary,2019,Industry,71.4628
Hungary,2019,Services,50.1634
Hungary,2020,Agriculture,1.50054
Hungary,2020,Domestic/Public Use,828.8609
Hungary,2020,Energy Production,0.17511
Hungary,2020,Industry,64.24334
Hungary,2020,Services,46.49949
Hungary,2021,Agriculture,1.491
Hungary,2021,Domestic/Public Use,849.932
Hungary,2021,Energy Production,0.236
Hungary,2021,Industry,66.201
Hungary,2021,Services,48.798
Hungary,2022,Agriculture,4.03861
Hungary,2022,Domestic/Public Use,860.9966999999999
Hungary,2022,Energy Production,3.21496
Hungary,2022,Industry,61.53667
Hungary,2022,Services,80.02253
Iceland,1980,Domestic/Public Use,87.0
Iceland,1985,Domestic/Public Use,98.0
Iceland,1991,Energy Production,0.0
Iceland,1991,Industry,0.0
Iceland,1992,Agriculture,0.0
Iceland,1992,Domestic/Public Use,95.0
Iceland,1992,Energy Production,0.0
Iceland,1992,Industry,0.0
Iceland,1993,Agriculture,0.0
Iceland,1993,Domestic/Public Use,95.0
Iceland,1993,Energy Production,0.0
Iceland,1993,Industry,0.0
Iceland,1994,Agriculture,0.0
Iceland,1994,Domestic/Public Use,92.0
Iceland,1994,Energy Production,0.0
Iceland,1994,Industry,0.0
Iceland,1995,Domestic/Public Use,92.0
Iceland,1995,Industry,8.0
Iceland,1996,Domestic/Public Use,92.0
Iceland,1996,Industry,8.0
Iceland,1997,Domestic/Public Use,92.0
Iceland,1997,Industry,8.0
Iceland,1998,Domestic/Public Use,93.0
Iceland,1998,Industry,10.0
Iceland,1999,Domestic/Public Use,94.0
Iceland,1999,Industry,10.0
Ireland,1989,Domestic/Public Use,471.0
Ireland,1994,Domestic/Public Use,470.0
Ireland,2007,Domestic/Public Use,609.0
Ireland,2011,Domestic/Public Use,669.0
Italy,1975,Domestic/Public Use,8433.0
Italy,1975,Industry,695.0
Italy,1975,Services,556.0
Italy,1990,Domestic/Public Use,10236.4
Italy,1990,Industry,845.4
Italy,1990,Services,511.6
Italy,1999,Agriculture,85.7
Italy,1999,Domestic/Public Use,9864.900000000001
Italy,1999,Industry,503.2
Italy,1999,Services,851.4
Italy,2005,Domestic/Public Use,5369.2
Italy,2008,Domestic/Public Use,5533.4
Italy,2012,Agriculture,59.5
Italy,2012,Domestic/Public Use,5232.2
Italy,2012,Industry,601.673
Italy,2015,Agriculture,43.597
Italy,2015,Domestic/Public Use,8559.926
Italy,2015,Energy Production,0.0
Italy,2015,Industry,647.506
Italy,2015,Services,822.07
Italy,2018,Domestic/Public Use,4748.67
Italy,2020,Domestic/Public Use,4687.37
Latvia,1998,Agriculture,9.0
Latvia,1998,Domestic/Public Use,385.2
Latvia,1998,Energy Production,126.6
Latvia,1998,Industry,347.8
Latvia,1998,Services,124.5
Latvia,1999,Agriculture,8.7
Latvia,1999,Domestic/Public Use,352.3
Latvia,1999,Energy Production,127.4
Latvia,1999,Industry,322.20000000000005
Latvia,1999,Services,106.4
Latvia,2000,Agriculture,0.824
Latvia,2000,Domestic/Public Use,182.708
Latvia,2000,Energy Production,0.441
Latvia,2000,Industry,8.559
Latvia,2000,Services,3.146
Latvia,2001,Agriculture,0.742
Latvia,2001,Domestic/Public Use,173.276
Latvia,2001,Energy Production,0.317
Latvia,2001,Industry,7.6339999999999995
Latvia,2001,Services,3.015
Latvia,2002,Agriculture,0.829
Latvia,2002,Domestic/Public Use,169.25799999999998
Latvia,2002,Energy Production,0.156
Latvia,2002,Industry,4.201
Latvia,2002,Services,3.115
Latvia,2003,Agriculture,0.636
Latvia,2003,Domestic/Public Use,205.48000000000002
Latvia,2003,Energy Production,0.099
Latvia,2003,Industry,3.05
Latvia,2003,Services,2.321
Latvia,2004,Agriculture,0.581
Latvia,2004,Domestic/Public Use,173.53
Latvia,2004,Energy Production,0.059
Latvia,2004,Industry,3.078
Latvia,2004,Services,4.631
Latvia,2005,Agriculture,0.594
Latvia,2005,Domestic/Public Use,179.39499999999998
Latvia,2005,Energy Production,0.101
Latvia,2005,Industry,3.467
Latvia,2005,Services,4.438
Latvia,2006,Agriculture,0.591
Latvia,2006,Domestic/Public Use,186.725
Latvia,2006,Energy Production,0.137
Latvia,2006,Industry,5.252
Latvia,2006,Services,4.594
Latvia,2007,Agriculture,0.438
Latvia,2007,Domestic/Public Use,196.889
Latvia,2007,Energy Production,0.364
Latvia,2007,Industry,4.706
Latvia,2007,Services,1.568
Latvia,2008,Agriculture,0.358
Latvia,2008,Domestic/Public Use,190.513
Latvia,2008,Energy Production,0.007
Latvia,2008,Industry,0.862
Latvia,2008,Services,1.233
Latvia,2009,Agriculture,0.347
Latvia,2009,Domestic/Public Use,171.152
Latvia,2009,Energy Production,0.005
Latvia,2009,Industry,0.658
Latvia,2009,Services,1.203
Latvia,2010,Agriculture,0.393
Latvia,2010,Domestic/Public Use,163.12
Latvia,2010,Energy Production,0.003
Latvia,2010,Industry,0.522
Latvia,2010,Services,1.074
Latvia,2011,Agriculture,0.331
Latvia,2011,Domestic/Public Use,168.18
Latvia,2011,Energy Production,0.0
Latvia,2011,Industry,3.165
Latvia,2011,Services,0.792
Latvia,2012,Agriculture,0.363
Latvia,2012,Domestic/Public Use,158.98000000000002
Latvia,2012,Energy Production,0.008
Latvia,2012,Industry,3.214
Latvia,2012,Services,0.693
Latvia,2013,Agriculture,0.347
Latvia,2013,Domestic/Public Use,156.416
Latvia,2013,Energy Production,0.008
Latvia,2013,Industry,2.911
Latvia,2013,Services,0.632
Latvia,2014,Agriculture,0.416
Latvia,2014,Domestic/Public Use,149.829
Latvia,2014,Energy Production,0.009
Latvia,2014,Industry,2.581
Latvia,2014,Services,0.562
Latvia,2015,Agriculture,0.297
Latvia,2015,Domestic/Public Use,147.049
Latvia,2015,Energy Production,0.007
Latvia,2015,Industry,1.732
Latvia,2015,Services,0.451
Latvia,2016,Agriculture,0.294
Latvia,2016,Domestic/Public Use,162.027
Latvia,2016,Energy Production,0.006
Latvia,2016,Industry,1.254
Latvia,2016,Services,0.144
Latvia,2017,Agriculture,0.296
Latvia,2017,Domestic/Public Use,187.417
Latvia,2017,Energy Production,0.003
Latvia,2017,Industry,1.384
Latvia,2017,Services,0.147
Latvia,2018,Agriculture,0.295
Latvia,2018,Domestic/Public Use,197.466
Latvia,2018,Energy Production,0.027
Latvia,2018,Industry,1.354
Latvia,2018,Services,0.125
Latvia,2019,Agriculture,0.27
Latvia,2019,Domestic/Public Use,195.68200000000002
Latvia,2019,Energy Production,0.011
Latvia,2019,Industry,1.335
Latvia,2019,Services,0.113
Latvia,2020,Agriculture,0.298
Latvia,2020,Domestic/Public Use,146.681
Latvia,2020,Energy Production,0.007
Latvia,2020,Industry,1.055
Latvia,2020,Services,0.081
Latvia,2021,Agriculture,0.234
Latvia,2021,Domestic/Public Use,74.769
Latvia,2021,Energy Production,0.092
Latvia,2021,Industry,1.095
Latvia,2021,Services,0.24
Latvia,2022,Agriculture,0.185
Latvia,2022,Domestic/Public Use,69.532
Latvia,2022,Energy Production,0.095
Latvia,2022,Industry,1.063
Latvia,2022,Services,0.357
Lithuania,2002,Domestic/Public Use,58.1
Lithuania,2002,Energy Production,0.2
Lithuania,2002,Industry,14.9
Lithuania,2002,Services,0.4
Lithuania,2003,Agriculture,0.213
Lithuania,2003,Domestic/Public Use,172.14451000000003
Lithuania,2003,Energy Production,1.0712
Lithuania,2003,Industry,35.212199999999996
Lithuania,2003,Services,21.00879
Lithuania,2004,Agriculture,0.2288
Lithuania,2004,Domestic/Public Use,169.83762000000002
Lithuania,2004,Energy Production,0.8277
Lithuania,2004,Industry,33.189
Lithuania,2004,Services,20.44228
Lithuania,2005,Agriculture,0.1741
Lithuania,2005,Domestic/Public Use,169.11279000000002
Lithuania,2005,Energy Production,0.9795
Lithuania,2005,Industry,38.8382
Lithuania,2005,Services,19.86351
Lithuania,2006,Agriculture,0.1269
Lithuania,2006,Domestic/Public Use,171.4038
Lithuania,2006,Energy Production,1.0112
Lithuania,2006,Industry,37.770399999999995
Lithuania,2006,Services,25.1702
Lithuania,2007,Agriculture,0.1226
Lithuania,2007,Domestic/Public Use,173.21984
Lithuania,2007,Energy Production,0.951
Lithuania,2007,Industry,40.9539
Lithuania,2007,Services,27.66766
Lithuania,2008,Agriculture,0.1018
Lithuania,2008,Domestic/Public Use,170.85928
Lithuania,2008,Energy Production,0.9145
Lithuania,2008,Industry,36.7747
Lithuania,2008,Services,29.68481
Lithuania,2009,Agriculture,0.084
Lithuania,2009,Domestic/Public Use,162.67012
Lithuania,2009,Energy Production,0.826
Lithuania,2009,Industry,30.2243
Lithuania,2009,Services,26.12718
Lithuania,2010,Agriculture,0.082
Lithuania,2010,Domestic/Public Use,161.00303
Lithuania,2010,Energy Production,0.2584
Lithuania,2010,Industry,30.081
Lithuania,2010,Services,27.99227
Lithuania,2011,Agriculture,0.0249
Lithuania,2011,Domestic/Public Use,160.46647000000002
Lithuania,2011,Energy Production,0.1621
Lithuania,2011,Industry,29.2225
Lithuania,2011,Services,29.76883
Lithuania,2012,Agriculture,0.0915
Lithuania,2012,Domestic/Public Use,157.36631
Lithuania,2012,Energy Production,0.1892
Lithuania,2012,Industry,29.0451
Lithuania,2012,Services,27.68152
Lithuania,2013,Agriculture,0.052
Lithuania,2013,Domestic/Public Use,165.29905000000002
Lithuania,2013,Energy Production,0.059407
Lithuania,2013,Industry,26.584697000000002
Lithuania,2013,Services,25.81085
Lithuania,2014,Agriculture,0.069301
Lithuania,2014,Domestic/Public Use,170.57851
Lithuania,2014,Energy Production,0.051168
Lithuania,2014,Industry,29.354572
Lithuania,2014,Services,24.19682
Lithuania,2015,Agriculture,0.090658
Lithuania,2015,Domestic/Public Use,169.77643
Lithuania,2015,Energy Production,0.046146
Lithuania,2015,Industry,28.248179999999998
Lithuania,2015,Services,22.61458
Lithuania,2016,Agriculture,0.059
Lithuania,2016,Domestic/Public Use,173.335
Lithuania,2016,Energy Production,0.008
Lithuania,2016,Industry,27.896
Lithuania,2016,Services,22.801
Lithuania,2017,Agriculture,0.061
Lithuania,2017,Domestic/Public Use,173.985
Lithuania,2017,Energy Production,0.005
Lithuania,2017,Industry,28.16
Lithuania,2017,Services,23.421
Lithuania,2018,Agriculture,0.078
Lithuania,2018,Domestic/Public Use,182.94
Lithuania,2018,Energy Production,0.005
Lithuania,2018,Industry,30.587999999999997
Lithuania,2018,Services,24.904
Lithuania,2019,Agriculture,0.07023
Lithuania,2019,Domestic/Public Use,182.49004000000002
Lithuania,2019,Energy Production,0.074695
Lithuania,2019,Industry,33.054119
Lithuania,2019,Services,24.76295
Lithuania,2020,Agriculture,0.118034
Lithuania,2020,Domestic/Public Use,185.70515
Lithuania,2020,Energy Production,0.13818
Lithuania,2020,Industry,32.059881
Lithuania,2020,Services,21.24189
Lithuania,2021,Agriculture,0.080347
Lithuania,2021,Domestic/Public Use,189.26882
Lithuania,2021,Energy Production,0.328114
Lithuania,2021,Industry,33.051413000000004
Lithuania,2021,Services,21.13832
Lithuania,2022,Agriculture,0.075839
Lithuania,2022,Domestic/Public Use,187.07959
Lithuania,2022,Energy Production,0.314058
Lithuania,2022,Industry,31.792369
Lithuania,2022,Services,23.65071
Luxembourg,1980,Domestic/Public Use,34.4
Luxembourg,1995,Industry,26.3
Luxembourg,1999,Industry,0.0
Luxembourg,2013,Domestic/Public Use,40.59
Luxembourg,2014,Domestic/Public Use,42.25
Luxembourg,2015,Domestic/Public Use,42.18
Luxembourg,2016,Domestic/Public Use,42.37
Luxembourg,2017,Domestic/Public Use,43.23
Luxembourg,2018,Domestic/Public Use,49.21
Luxembourg,2019,Domestic/Public Use,43.72
Luxembourg,2020,Domestic/Public Use,42.757
Luxembourg,2021,Domestic/Public Use,41.11
Moldova,2003,Domestic/Public Use,112.7
Moldova,2004,Domestic/Public Use,108.1
Moldova,2005,Domestic/Public Use,112.0
Moldova,2006,Domestic/Public Use,112.5
Moldova,2007,Domestic/Public Use,125.1
Moldova,2008,Domestic/Public Use,120.6
Moldova,2009,Domestic/Public Use,118.7
Moldova,2010,Domestic/Public Use,115.1
Moldova,2011,Domestic/Public Use,111.5
Moldova,2012,Domestic/Public Use,122.5
Moldova,2013,Domestic/Public Use,116.7
Moldova,2014,Domestic/Public Use,115.1
Moldova,2015,Domestic/Public Use,123.5
Moldova,2016,Domestic/Public Use,131.6
Moldova,2017,Domestic/Public Use,131.2
Moldova,2018,Domestic/Public Use,131.3
Moldova,2019,Domestic/Public Use,133.3
Moldova,2020,Domestic/Public Use,134.7
Moldova,2021,Domestic/Public Use,131.0
Netherlands,1970,Domestic/Public Use,1463.0
Netherlands,1970,Energy Production,3.0
Netherlands,1970,Industry,439.0
Netherlands,1975,Agriculture,62.5
Netherlands,1975,Domestic/Public Use,1666.0
Netherlands,1975,Energy Production,2.0
Netherlands,1975,Industry,404.0
Netherlands,1980,Agriculture,53.08
Netherlands,1980,Domestic/Public Use,1594.0
Netherlands,1980,Energy Production,2.0
Netherlands,1980,Industry,345.0
Netherlands,1980,Services,201.0
Netherlands,1985,Agriculture,58.5
Netherlands,1985,Domestic/Public Use,1742.0
Netherlands,1985,Energy Production,2.0
Netherlands,1985,Industry,385.0
Netherlands,1985,Services,249.0
Netherlands,1989,Agriculture,89.0
Netherlands,1990,Agriculture,96.0
Netherlands,1990,Domestic/Public Use,1927.0
Netherlands,1990,Energy Production,4.0
Netherlands,1990,Industry,670.0
Netherlands,1990,Services,197.0
Netherlands,1991,Agriculture,103.0
Netherlands,1991,Domestic/Public Use,1927.0
Netherlands,1991,Energy Production,4.0
Netherlands,1991,Industry,449.0
Netherlands,1991,Services,293.0
Netherlands,1992,Agriculture,101.0
Netherlands,1992,Domestic/Public Use,1288.0
Netherlands,1993,Agriculture,94.0
Netherlands,1993,Domestic/Public Use,1255.0
Netherlands,1994,Agriculture,94.0
Netherlands,1994,Domestic/Public Use,1280.0
Netherlands,1995,Agriculture,88.0
Netherlands,1995,Domestic/Public Use,1954.8
Netherlands,1996,Agriculture,81.0
Netherlands,1996,Domestic/Public Use,1981.0
Netherlands,1996,Energy Production,3.3
Netherlands,1996,Industry,449.3
Netherlands,1996,Services,199.0
Netherlands,1997,Agriculture,67.0
Netherlands,1997,Domestic/Public Use,1982.5
Netherlands,1998,Agriculture,60.0
Netherlands,1998,Domestic/Public Use,1975.2
Netherlands,1999,Agriculture,57.0
Netherlands,1999,Domestic/Public Use,2011.0
Netherlands,2000,Domestic/Public Use,1933.5900000000001
Netherlands,2001,Agriculture,51.7
Netherlands,2001,Domestic/Public Use,1913.96
Netherlands,2001,Energy Production,2.3
Netherlands,2001,Industry,603.0699999999999
Netherlands,2002,Agriculture,49.3
Netherlands,2002,Domestic/Public Use,1900.78
Netherlands,2003,Agriculture,57.6
Netherlands,2003,Domestic/Public Use,1947.5
Netherlands,2003,Energy Production,5.1
Netherlands,2003,Industry,474.9
Netherlands,2003,Services,91.3
Netherlands,2004,Agriculture,49.9
Netherlands,2004,Domestic/Public Use,1895.2
Netherlands,2004,Energy Production,2.3
Netherlands,2004,Industry,463.5
Netherlands,2004,Services,91.0
Netherlands,2005,Agriculture,47.6
Netherlands,2005,Domestic/Public Use,1876.5
Netherlands,2005,Energy Production,2.3
Netherlands,2005,Industry,448.9
Netherlands,2005,Services,91.4
Netherlands,2006,Agriculture,46.5
Netherlands,2006,Domestic/Public Use,1898.7
Netherlands,2006,Energy Production,2.5
Netherlands,2006,Industry,451.0
Netherlands,2006,Services,93.0
Netherlands,2007,Agriculture,46.0
Netherlands,2007,Domestic/Public Use,1877.5
Netherlands,2007,Energy Production,3.1
Netherlands,2007,Industry,450.1
Netherlands,2007,Services,95.1
Netherlands,2008,Agriculture,44.3
Netherlands,2008,Domestic/Public Use,1881.5
Netherlands,2008,Energy Production,4.0
Netherlands,2008,Industry,457.0
Netherlands,2008,Services,99.0
Netherlands,2009,Agriculture,47.2
Netherlands,2009,Domestic/Public Use,1880.9
Netherlands,2009,Energy Production,5.6
Netherlands,2009,Industry,444.9
Netherlands,2009,Services,99.7
Netherlands,2010,Agriculture,43.8
Netherlands,2010,Domestic/Public Use,1875.8
Netherlands,2010,Energy Production,8.3
Netherlands,2010,Industry,441.4
Netherlands,2010,Services,100.8
Netherlands,2011,Agriculture,42.7
Netherlands,2011,Domestic/Public Use,1862.1
Netherlands,2011,Energy Production,9.2
Netherlands,2011,Industry,427.8
Netherlands,2011,Services,101.6
Netherlands,2012,Agriculture,39.3
Netherlands,2012,Domestic/Public Use,1853.4
Netherlands,2012,Energy Production,3.1
Netherlands,2012,Industry,414.4
Netherlands,2012,Services,102.2
Netherlands,2013,Agriculture,41.0
Netherlands,2013,Domestic/Public Use,1861.3
Netherlands,2013,Energy Production,3.7
Netherlands,2013,Industry,424.59999999999997
Netherlands,2013,Services,101.5
Netherlands,2014,Agriculture,41.9
Netherlands,2014,Domestic/Public Use,1851.2
Netherlands,2014,Energy Production,3.0
Netherlands,2014,Industry,405.7
Netherlands,2014,Services,101.5
Netherlands,2015,Agriculture,42.7
Netherlands,2015,Domestic/Public Use,1874.4
Netherlands,2015,Energy Production,3.5
Netherlands,2015,Industry,401.9
Netherlands,2015,Services,104.1
Netherlands,2016,Agriculture,43.6
Netherlands,2016,Domestic/Public Use,1900.51
Netherlands,2016,Energy Production,3.7
Netherlands,2016,Industry,402.31
Netherlands,2016,Services,105.5
Netherlands,2017,Agriculture,48.37
Netherlands,2017,Domestic/Public Use,1909.69
Netherlands,2017,Energy Production,3.5
Netherlands,2017,Industry,426.02
Netherlands,2017,Services,96.1
Netherlands,2018,Agriculture,48.89
Netherlands,2018,Domestic/Public Use,1977.19
Netherlands,2018,Energy Production,3.46
Netherlands,2018,Industry,415.77
Netherlands,2018,Services,107.8
Netherlands,2019,Agriculture,43.8
Netherlands,2019,Domestic/Public Use,1945.9
Netherlands,2019,Energy Production,4.3
Netherlands,2019,Industry,453.9
Netherlands,2019,Services,105.4
Netherlands,2020,Agriculture,41.9
