STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Water source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2012,,0.6,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2013,,1.56,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2014,,1.297,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2015,,0.939,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2016,,1.094,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2017,,0.94,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2018,,1.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2019,,1.072,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2020,,0.995,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,GROUND,Fresh ground water,2021,,0.84,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2000,,44.029,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2001,,42.676,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2002,,49.252,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2003,,48.482,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2004,,37.834,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2005,,47.704,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2006,,46.379,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2007,,47.628,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2008,,35.479,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2009,,43.719,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2010,,31.503,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2011,,20.674,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2012,,39.051,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2013,,34.046,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2014,,34.978,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2015,,46.933,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2016,,55.585,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2017,,52.536,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2018,,50.78,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2019,,50.888,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2020,,53.081,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2021,,50.614,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2022,,47.702,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2000,,4.973,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2001,,4.448,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2002,,3.357,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2003,,2.936,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2004,,1.653,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2005,,0.992,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2006,,1.173,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2007,,1.059,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2008,,0.772,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2009,,1.188,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2010,,0.809,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2011,,0.756,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2012,,0.608,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2013,,0.462,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2014,,0.211,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2015,,0.252,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2016,,0.284,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2017,,0.208,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2018,,1.008,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2019,,1.133,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2020,,1.153,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2021,,0.856,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,SER,Services,M3,Cubic metres,SURFACE,Fresh surface water,2022,,2.195,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1975,,47500,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1980,,45953,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1994,,61200,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1995,,61200,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1997,,43150,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1998,,60487,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1999,,64804,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2000,,56210,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2002,,54387.9,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2003,,55193,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2004,,55738.14,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2005,,54410.79296875,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2006,,54946.26171875,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2007,,55371.1171875,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2008,,55814.1484375,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2009,,56127.5078125,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2010,,55741.3359375,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2011,,56142.09765625,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2012,,57125.9765625,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2013,,55943.8359375,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2014,,58433.56640625,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2015,,58450.1484375,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2016,,58981.4453125,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2017,,59621.22265625,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2018,,59950.21875,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2019,,60307.578125,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2020,,60460.30078125,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2021,,60557,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,1980,,11778,,E,Estimated value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,1985,,16709,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,1990,,17324,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,1993,,16199,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,MEX,Mexico,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,1994,,20100,,A,Normal value,,,,,,,6,Millions,1,One
