STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Water source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,GROUND,Fresh ground water,2014,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,GROUND,Fresh ground water,2015,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,GROUND,Fresh ground water,2022,,1.745,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2011,,67.45,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2012,,85.2,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2013,,78.09,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2015,,55.245,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,HUN,Hungary,A,Annual,AQUA,Aquaculture,M3,Cubic metres,SURFACE,Fresh surface water,2022,,347.8,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,SURFACE,Fresh surface water,1980,,130,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,SURFACE,Fresh surface water,1994,,134,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,SURFACE,Fresh surface water,2018,,32.8077,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,SURFACE,Fresh surface water,2019,,32.9611,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,SURFACE,Fresh surface water,2020,,35.331,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,SURFACE,Fresh surface water,2021,,36.257,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,1994,,45,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,2018,,1.8805,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,2019,,2.6605,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,2020,,2.93,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,IRL,Ireland,A,Annual,AGRICULTURE,"Agriculture, forestry, fishing",M3,Cubic metres,GROUND,Fresh ground water,2021,,3.1522,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2000,,3.982,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2001,,2.811,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2002,,2.518,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2003,,2.868,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2004,,3.074,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2005,,1.897,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2006,,1.097,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2007,,0.912,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2008,,0.585,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2009,,0.349,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2010,,0.32,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2011,,0.3056,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2012,,0.305,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2013,,0.330016,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2014,,0.349102,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2015,,0.315754,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2016,,0.315167,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2017,,0.313758,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2018,,0.305416,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2019,,0.307363,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2020,,0.259944,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2021,,0.289346,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,SURFACE,Fresh surface water,2022,,0.2605,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2000,,136.0453,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2001,,129.9412,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2002,,132.2597,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2003,,134.4659,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2004,,136.5688,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2005,,138.7759,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2006,,142.5565,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2007,,140.2406,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2008,,138.111,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2009,,130.0075,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2010,,128.3253,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2011,,126.1593,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2012,,121.9868,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2013,,128.6572,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2014,,130.4953,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2015,,129.4241,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2016,,130.115,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2017,,128.6647,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2018,,135.6334,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2019,,136.4036,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2020,,133.4995,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2021,,137.1041,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LTU,Lithuania,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2022,,135.3158,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2013,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2014,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2015,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2016,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2017,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2018,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2019,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2020,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LUX,Luxembourg,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2021,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2000,,0.27,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2001,,0.2,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2002,,0.26,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2003,,0.22,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2004,,0.23,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2005,,0.21,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2006,,0.29,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2007,,0.27,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2008,,0.17,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2009,,0.17,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2010,,0.14,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2011,,0.19,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2012,,0.25,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2013,,0.16,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,LVA,Latvia,A,Annual,IRRIG,Irrigation,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,2014,,0.21,,A,Normal value,,,,,,,6,Millions,1,One
