Country,Year,Measure_group,OBS_VALUE_abstraction
Hungary,1998,Agriculture & Fisheries,949.5999999999999
Hungary,1998,Domestic & Public Use,1469.1999999999998
Hungary,1998,Industry & Manufacturing,599.6
Hungary,1998,Services,76.0
Hungary,1999,Agriculture & Fisheries,933.0
Hungary,1999,Domestic & Public Use,1497.0
Hungary,1999,Industry & Manufacturing,565.6
Hungary,1999,Services,76.0
Hungary,2000,Agriculture & Fisheries,1786.4
Hungary,2000,Domestic & Public Use,1681.3999999999999
Hungary,2000,Industry & Manufacturing,332.2
Hungary,2000,Services,303.6
Hungary,2001,Agriculture & Fisheries,1771.2
Hungary,2001,Domestic & Public Use,1648.8
Hungary,2001,Industry & Manufacturing,323.6
Hungary,2001,Services,289.2
Hungary,2002,Agriculture & Fisheries,1706.6
Hungary,2002,Domestic & Public Use,1662.1999999999998
Hungary,2002,Industry & Manufacturing,342.3
Hungary,2002,Services,240.4
Hungary,2003,Agriculture & Fisheries,1678.2
Hungary,2003,Domestic & Public Use,1663.4
Hungary,2003,Industry & Manufacturing,567.8000000000001
Hungary,2003,Services,307.0
Hungary,2004,Agriculture & Fisheries,1541.2
Hungary,2004,Domestic & Public Use,1654.6
Hungary,2004,Industry & Manufacturing,503.8
Hungary,2004,Services,313.2
Hungary,2005,Agriculture & Fisheries,715.8
Hungary,2005,Domestic & Public Use,1438.4
Hungary,2005,Industry & Manufacturing,616.0
Hungary,2005,Services,221.2
Hungary,2006,Agriculture & Fisheries,690.0
Hungary,2006,Domestic & Public Use,1364.6
Hungary,2006,Industry & Manufacturing,632.4
Hungary,2006,Services,222.0
Hungary,2007,Domestic & Public Use,1333.4
Hungary,2007,Industry & Manufacturing,619.0
Hungary,2007,Services,252.6
Hungary,2008,Agriculture & Fisheries,778.6
Hungary,2008,Domestic & Public Use,1282.0
Hungary,2008,Industry & Manufacturing,633.2
Hungary,2008,Services,250.8
Hungary,2009,Agriculture & Fisheries,899.7
Hungary,2009,Domestic & Public Use,1265.0
Hungary,2009,Industry & Manufacturing,142.4
Hungary,2010,Agriculture & Fisheries,616.4
Hungary,2010,Domestic & Public Use,1195.2
Hungary,2010,Industry & Manufacturing,140.8
Hungary,2011,Agriculture & Fisheries,992.1999999999999
Hungary,2011,Domestic & Public Use,1199.879
Hungary,2011,Industry & Manufacturing,149.8
Hungary,2012,Agriculture & Fisheries,1100.44
Hungary,2012,Domestic & Public Use,1196.902
Hungary,2012,Industry & Manufacturing,187.8
Hungary,2013,Agriculture & Fisheries,471.94100000000003
Hungary,2013,Domestic & Public Use,1178.62
Hungary,2014,Agriculture & Fisheries,196.079
Hungary,2014,Domestic & Public Use,1149.02
Hungary,2015,Agriculture & Fisheries,330.573
Hungary,2015,Domestic & Public Use,1209.08
Hungary,2016,Domestic & Public Use,1189.34
Hungary,2017,Domestic & Public Use,1248.9
Hungary,2018,Domestic & Public Use,1255.76
Hungary,2019,Domestic & Public Use,1286.54
Hungary,2020,Domestic & Public Use,1295.4419
Hungary,2021,Domestic & Public Use,1276.215
Hungary,2022,Agriculture & Fisheries,2232.21502197266
Hungary,2022,Domestic & Public Use,1415.50022207031
Hungary,2022,Industry & Manufacturing,379.44199609375
Hungary,2022,Services,109.74700000000001
Iceland,1996,Agriculture & Fisheries,70.0
Iceland,1996,Domestic & Public Use,81.0
Iceland,1996,Industry & Manufacturing,11.0
Iceland,1996,Services,0.0
Iceland,1997,Agriculture & Fisheries,70.0
Iceland,1997,Domestic & Public Use,79.0
Iceland,1997,Industry & Manufacturing,11.0
Iceland,1997,Services,0.0
Iceland,1998,Agriculture & Fisheries,70.0
Iceland,1998,Domestic & Public Use,78.0
Iceland,1998,Industry & Manufacturing,13.0
Iceland,1998,Services,0.0
Iceland,1999,Agriculture & Fisheries,70.0
Iceland,1999,Domestic & Public Use,78.0
Iceland,1999,Industry & Manufacturing,14.0
Iceland,1999,Services,0.0
Ireland,1994,Agriculture & Fisheries,716.0
Ireland,1994,Domestic & Public Use,940.0
Ireland,1994,Industry & Manufacturing,500.0
Ireland,2002,Domestic & Public Use,1112.0
Ireland,2005,Domestic & Public Use,1598.0
Ireland,2007,Domestic & Public Use,1358.0
Ireland,2007,Industry & Manufacturing,51.0
Ireland,2009,Domestic & Public Use,1360.0
Ireland,2010,Domestic & Public Use,1262.0
Ireland,2011,Domestic & Public Use,1254.0
Ireland,2012,Domestic & Public Use,1256.0
Ireland,2013,Agriculture & Fisheries,90.58
Ireland,2013,Domestic & Public Use,1240.0
Ireland,2014,Agriculture & Fisheries,92.98
Ireland,2014,Domestic & Public Use,1320.0
Ireland,2015,Agriculture & Fisheries,95.7
Ireland,2015,Domestic & Public Use,1254.0
Ireland,2016,Agriculture & Fisheries,102.12
Ireland,2016,Domestic & Public Use,1262.0
Ireland,2017,Agriculture & Fisheries,88.74
Ireland,2017,Domestic & Public Use,1220.0
Ireland,2018,Agriculture & Fisheries,135.6153
Ireland,2018,Domestic & Public Use,1960.277
Ireland,2019,Agriculture & Fisheries,137.7955
Ireland,2019,Domestic & Public Use,1964.9592
Ireland,2020,Agriculture & Fisheries,147.9632
Ireland,2020,Domestic & Public Use,1965.6982
Ireland,2021,Agriculture & Fisheries,152.3389
Ireland,2021,Domestic & Public Use,2016.4629
Italy,1999,Domestic & Public Use,18220.8
Italy,2005,Domestic & Public Use,17884.6
Italy,2008,Domestic & Public Use,18189.4
Italy,2012,Domestic & Public Use,18901.4
Italy,2015,Agriculture & Fisheries,17368.0
Italy,2015,Domestic & Public Use,18952.8
Italy,2015,Industry & Manufacturing,3651.0
Italy,2016,Agriculture & Fisheries,16901.11
Italy,2016,Domestic & Public Use,18780.18
Italy,2016,Industry & Manufacturing,3667.25
Italy,2017,Agriculture & Fisheries,18687.62
Italy,2017,Domestic & Public Use,18610.56
Italy,2017,Industry & Manufacturing,4258.96
Italy,2018,Agriculture & Fisheries,16054.99
Italy,2018,Domestic & Public Use,18439.6
Italy,2018,Industry & Manufacturing,3991.84
Italy,2019,Agriculture & Fisheries,16249.72
Italy,2019,Domestic & Public Use,18397.1
Italy,2019,Industry & Manufacturing,3891.29
Italy,2020,Domestic & Public Use,18355.96
Italy,2022,Domestic & Public Use,18108.519765625002
Latvia,1991,Agriculture & Fisheries,286.9
Latvia,1991,Industry & Manufacturing,413.4
Latvia,1991,Services,304.6
Latvia,1992,Agriculture & Fisheries,271.0
Latvia,1992,Industry & Manufacturing,359.8
Latvia,1992,Services,306.7
Latvia,1993,Agriculture & Fisheries,149.2
Latvia,1993,Industry & Manufacturing,259.9
Latvia,1993,Services,290.7
Latvia,1994,Agriculture & Fisheries,125.6
Latvia,1994,Industry & Manufacturing,222.1
Latvia,1994,Services,281.4
Latvia,1997,Agriculture & Fisheries,117.2
Latvia,1997,Domestic & Public Use,22.8
Latvia,1997,Industry & Manufacturing,128.79999999999998
Latvia,1997,Services,188.9
Latvia,1998,Agriculture & Fisheries,106.9
Latvia,1998,Domestic & Public Use,22.8
Latvia,1998,Industry & Manufacturing,116.19999999999999
Latvia,1998,Services,190.8
Latvia,1999,Agriculture & Fisheries,100.0
Latvia,1999,Domestic & Public Use,23.9
Latvia,1999,Industry & Manufacturing,106.9
Latvia,1999,Services,160.5
Latvia,2000,Agriculture & Fisheries,183.569
Latvia,2000,Domestic & Public Use,296.74
Latvia,2000,Industry & Manufacturing,86.292
Latvia,2000,Services,32.66
Latvia,2001,Agriculture & Fisheries,178.136
Latvia,2001,Domestic & Public Use,273.378
Latvia,2001,Industry & Manufacturing,97.05499999999999
Latvia,2001,Services,29.637
Latvia,2002,Agriculture & Fisheries,204.70000000000002
Latvia,2002,Domestic & Public Use,259.017
Latvia,2002,Industry & Manufacturing,95.958
Latvia,2002,Services,26.716
Latvia,2003,Agriculture & Fisheries,201.518
Latvia,2003,Domestic & Public Use,261.335
Latvia,2003,Industry & Manufacturing,89.375
Latvia,2003,Services,25.063
Latvia,2004,Agriculture & Fisheries,158.835
Latvia,2004,Domestic & Public Use,248.176
Latvia,2004,Industry & Manufacturing,80.48299999999999
Latvia,2004,Services,22.12
Latvia,2005,Agriculture & Fisheries,197.199
Latvia,2005,Domestic & Public Use,244.719
Latvia,2005,Industry & Manufacturing,79.137
Latvia,2005,Services,20.643
Latvia,2006,Agriculture & Fisheries,192.618
Latvia,2006,Domestic & Public Use,238.878
Latvia,2006,Industry & Manufacturing,67.589
Latvia,2006,Services,21.322000000000003
Latvia,2007,Agriculture & Fisheries,197.341
Latvia,2007,Domestic & Public Use,237.676
Latvia,2007,Industry & Manufacturing,67.49
Latvia,2007,Services,19.078
Latvia,2008,Agriculture & Fisheries,149.18
Latvia,2008,Domestic & Public Use,222.335
Latvia,2008,Industry & Manufacturing,82.661
Latvia,2008,Services,15.743
Latvia,2009,Agriculture & Fisheries,182.078
Latvia,2009,Domestic & Public Use,196.359
Latvia,2009,Industry & Manufacturing,72.31099999999999
Latvia,2009,Services,16.701999999999998
Latvia,2010,Agriculture & Fisheries,132.12
Latvia,2010,Domestic & Public Use,194.237
Latvia,2010,Industry & Manufacturing,99.61
Latvia,2010,Services,14.902
Latvia,2011,Agriculture & Fisheries,88.623
Latvia,2011,Domestic & Public Use,197.04
Latvia,2011,Industry & Manufacturing,87.071
Latvia,2011,Services,12.984
Latvia,2012,Agriculture & Fisheries,162.196
Latvia,2012,Domestic & Public Use,187.622
Latvia,2012,Industry & Manufacturing,81.32
Latvia,2012,Services,13.063
Latvia,2013,Agriculture & Fisheries,141.738
Latvia,2013,Domestic & Public Use,182.04
Latvia,2013,Industry & Manufacturing,80.16
Latvia,2013,Services,13.544
Latvia,2014,Agriculture & Fisheries,146.51500000000001
Latvia,2014,Domestic & Public Use,176.583
Latvia,2014,Industry & Manufacturing,62.465
Latvia,2014,Services,12.363
Latvia,2015,Agriculture & Fisheries,194.756
Latvia,2015,Domestic & Public Use,173.001
Latvia,2015,Industry & Manufacturing,59.048
Latvia,2015,Services,10.675
Latvia,2016,Agriculture & Fisheries,230.543
Latvia,2016,Domestic & Public Use,176.262
Latvia,2016,Industry & Manufacturing,59.128
Latvia,2016,Services,8.819
Latvia,2017,Agriculture & Fisheries,216.926
Latvia,2017,Domestic & Public Use,172.256
Latvia,2017,Industry & Manufacturing,63.088
Latvia,2017,Services,8.319
Latvia,2018,Agriculture & Fisheries,212.202
Latvia,2018,Domestic & Public Use,181.62
Latvia,2018,Industry & Manufacturing,55.78
Latvia,2018,Services,10.199
Latvia,2019,Agriculture & Fisheries,215.773
Latvia,2019,Domestic & Public Use,177.78199999999998
Latvia,2019,Industry & Manufacturing,46.123
Latvia,2019,Services,9.619
Latvia,2020,Agriculture & Fisheries,220.922
Latvia,2020,Domestic & Public Use,177.04
Latvia,2020,Industry & Manufacturing,53.923
Latvia,2020,Services,9.137
Latvia,2021,Agriculture & Fisheries,214.495
Latvia,2021,Domestic & Public Use,180.164
Latvia,2021,Industry & Manufacturing,59.896
Latvia,2021,Services,7.5969999999999995
Latvia,2022,Agriculture & Fisheries,199.79399748158454
Latvia,2022,Domestic & Public Use,173.98599621582
Latvia,2022,Industry & Manufacturing,46.650000747681005
Latvia,2022,Services,4.71
Lithuania,2000,Agriculture & Fisheries,353.32759999999996
Lithuania,2000,Domestic & Public Use,301.72794
Lithuania,2000,Industry & Manufacturing,88.31479999999999
Lithuania,2000,Services,32.7557
Lithuania,2001,Agriculture & Fisheries,317.6523
Lithuania,2001,Domestic & Public Use,286.97356
Lithuania,2001,Industry & Manufacturing,79.1387
Lithuania,2001,Services,28.381
Lithuania,2002,Agriculture & Fisheries,313.8829
Lithuania,2002,Domestic & Public Use,290.78567
Lithuania,2002,Industry & Manufacturing,83.51429999999999
Lithuania,2002,Services,19.3579
Lithuania,2003,Agriculture & Fisheries,329.0364
Lithuania,2003,Domestic & Public Use,295.70584
Lithuania,2003,Industry & Manufacturing,84.318115
Lithuania,2003,Services,18.6402
Lithuania,2004,Agriculture & Fisheries,316.7421
Lithuania,2004,Domestic & Public Use,300.08161
Lithuania,2004,Industry & Manufacturing,84.579419
Lithuania,2004,Services,16.3431
Lithuania,2005,Agriculture & Fisheries,311.81440000000003
Lithuania,2005,Domestic & Public Use,301.83137999999997
Lithuania,2005,Industry & Manufacturing,83.2201
Lithuania,2005,Services,15.4019
Lithuania,2006,Agriculture & Fisheries,320.0142
Lithuania,2006,Domestic & Public Use,307.64258
Lithuania,2006,Industry & Manufacturing,85.9333
Lithuania,2006,Services,10.630700000000001
Lithuania,2007,Agriculture & Fisheries,317.35269999999997
Lithuania,2007,Domestic & Public Use,302.30252
Lithuania,2007,Industry & Manufacturing,89.771
Lithuania,2007,Services,7.1777999999999995
Lithuania,2008,Agriculture & Fisheries,316.0356
Lithuania,2008,Domestic & Public Use,296.79303999999996
Lithuania,2008,Industry & Manufacturing,84.2184
Lithuania,2008,Services,3.6986
Lithuania,2009,Agriculture & Fisheries,308.9284
Lithuania,2009,Domestic & Public Use,279.80126
Lithuania,2009,Industry & Manufacturing,74.6785
Lithuania,2009,Services,2.2752999999999997
Lithuania,2010,Agriculture & Fisheries,263.8551
Lithuania,2010,Domestic & Public Use,275.75079
Lithuania,2010,Industry & Manufacturing,80.1328
Lithuania,2010,Services,2.8415
Lithuania,2011,Agriculture & Fisheries,247.1184
Lithuania,2011,Domestic & Public Use,271.11025
Lithuania,2011,Industry & Manufacturing,89.8467
Lithuania,2011,Services,2.9649
Lithuania,2012,Agriculture & Fisheries,235.83759999999998
Lithuania,2012,Domestic & Public Use,262.54883
Lithuania,2012,Industry & Manufacturing,101.691
Lithuania,2012,Services,2.6227
Lithuania,2013,Agriculture & Fisheries,228.74610900000002
Lithuania,2013,Domestic & Public Use,276.581706
Lithuania,2013,Industry & Manufacturing,94.337132
Lithuania,2013,Services,2.940998
Lithuania,2014,Agriculture & Fisheries,224.85735
Lithuania,2014,Domestic & Public Use,279.42126199999996
Lithuania,2014,Industry & Manufacturing,85.733735
Lithuania,2014,Services,3.096438
Lithuania,2015,Agriculture & Fisheries,238.738333
Lithuania,2015,Domestic & Public Use,276.099354
Lithuania,2015,Industry & Manufacturing,83.198352
Lithuania,2015,Services,2.781199
Lithuania,2016,Agriculture & Fisheries,230.419747
Lithuania,2016,Domestic & Public Use,277.287927
Lithuania,2016,Industry & Manufacturing,90.890904
Lithuania,2016,Services,2.6227720000000003
Lithuania,2017,Agriculture & Fisheries,228.23027
Lithuania,2017,Domestic & Public Use,273.863848
Lithuania,2017,Industry & Manufacturing,97.68239399999999
Lithuania,2017,Services,2.443393
Lithuania,2018,Agriculture & Fisheries,221.517237
Lithuania,2018,Domestic & Public Use,287.893346
Lithuania,2018,Industry & Manufacturing,93.56801899999999
Lithuania,2018,Services,1.362796
Lithuania,2019,Agriculture & Fisheries,224.045202
Lithuania,2019,Domestic & Public Use,288.60093300000005
Lithuania,2019,Industry & Manufacturing,90.596461
Lithuania,2019,Services,1.542544
Lithuania,2020,Agriculture & Fisheries,233.416273
Lithuania,2020,Domestic & Public Use,283.921454
Lithuania,2020,Industry & Manufacturing,92.286355
Lithuania,2020,Services,1.479941
Lithuania,2021,Agriculture & Fisheries,228.142133
Lithuania,2021,Domestic & Public Use,291.266036
Lithuania,2021,Industry & Manufacturing,90.911975
Lithuania,2021,Services,1.721344
Lithuania,2022,Agriculture & Fisheries,225.18203828608293
Lithuania,2022,Domestic & Public Use,288.63365394531
Lithuania,2022,Industry & Manufacturing,66.185056745117
Lithuania,2022,Services,1.204749
Luxembourg,1995,Agriculture & Fisheries,0.8
Luxembourg,1995,Domestic & Public Use,66.6
Luxembourg,1995,Industry & Manufacturing,28.4
Luxembourg,1995,Services,16.8
Luxembourg,1999,Agriculture & Fisheries,0.4
Luxembourg,1999,Domestic & Public Use,75.5
Luxembourg,1999,Industry & Manufacturing,28.0
Luxembourg,1999,Services,16.8
Luxembourg,2009,Domestic & Public Use,86.0
Luxembourg,2010,Agriculture & Fisheries,0.1
Luxembourg,2010,Domestic & Public Use,89.0
Luxembourg,2010,Industry & Manufacturing,5.8
Luxembourg,2011,Agriculture & Fisheries,0.5
Luxembourg,2011,Domestic & Public Use,88.8
Luxembourg,2011,Industry & Manufacturing,7.2
Luxembourg,2012,Agriculture & Fisheries,0.2
Luxembourg,2012,Domestic & Public Use,81.2
Luxembourg,2012,Industry & Manufacturing,7.4
Luxembourg,2013,Agriculture & Fisheries,0.98
Luxembourg,2013,Domestic & Public Use,81.2
Luxembourg,2013,Industry & Manufacturing,4.0
Luxembourg,2013,Services,0.44
Luxembourg,2014,Agriculture & Fisheries,0.863
Luxembourg,2014,Domestic & Public Use,84.49900000000001
Luxembourg,2014,Industry & Manufacturing,5.902
Luxembourg,2014,Services,0.443
Luxembourg,2015,Agriculture & Fisheries,1.48
Luxembourg,2015,Domestic & Public Use,84.36
Luxembourg,2015,Industry & Manufacturing,3.799
Luxembourg,2015,Services,0.396
Luxembourg,2016,Agriculture & Fisheries,0.6799999999999999
Luxembourg,2016,Domestic & Public Use,84.74
Luxembourg,2016,Industry & Manufacturing,2.539
Luxembourg,2016,Services,0.32
Luxembourg,2017,Agriculture & Fisheries,0.698
Luxembourg,2017,Domestic & Public Use,86.46
Luxembourg,2017,Industry & Manufacturing,3.177
Luxembourg,2017,Services,0.34299999999999997
Luxembourg,2018,Agriculture & Fisheries,1.323
Luxembourg,2018,Domestic & Public Use,98.42
Luxembourg,2018,Industry & Manufacturing,3.8200000000000003
Luxembourg,2018,Services,0.416
Luxembourg,2019,Agriculture & Fisheries,1.783
Luxembourg,2019,Domestic & Public Use,87.44
Luxembourg,2019,Industry & Manufacturing,8.203
Luxembourg,2019,Services,0.68
Luxembourg,2020,Agriculture & Fisheries,1.649
Luxembourg,2020,Domestic & Public Use,85.532
Luxembourg,2020,Industry & Manufacturing,6.962
Luxembourg,2020,Services,0.402
Luxembourg,2021,Agriculture & Fisheries,0.975
Luxembourg,2021,Domestic & Public Use,82.235
Luxembourg,2021,Industry & Manufacturing,7.46
Luxembourg,2021,Services,0.28
Moldova,1995,Agriculture & Fisheries,955.0
Moldova,1995,Domestic & Public Use,346.0
Moldova,1995,Industry & Manufacturing,38.0
Moldova,1996,Agriculture & Fisheries,713.0
Moldova,1996,Domestic & Public Use,330.0
Moldova,1996,Industry & Manufacturing,35.0
Moldova,1997,Agriculture & Fisheries,384.0
Moldova,1997,Domestic & Public Use,309.0
Moldova,1997,Industry & Manufacturing,32.0
Moldova,1998,Agriculture & Fisheries,306.0
Moldova,1998,Domestic & Public Use,292.0
Moldova,1998,Industry & Manufacturing,31.0
Moldova,1999,Agriculture & Fisheries,239.0
Moldova,1999,Domestic & Public Use,249.0
Moldova,1999,Industry & Manufacturing,27.0
Moldova,2000,Agriculture & Fisheries,179.0
Moldova,2000,Domestic & Public Use,200.0
Moldova,2000,Industry & Manufacturing,24.0
Moldova,2001,Agriculture & Fisheries,137.0
Moldova,2001,Domestic & Public Use,192.0
Moldova,2001,Industry & Manufacturing,23.0
Moldova,2002,Agriculture & Fisheries,144.0
Moldova,2002,Domestic & Public Use,190.0
Moldova,2002,Industry & Manufacturing,22.0
Moldova,2003,Agriculture & Fisheries,148.0
Moldova,2003,Domestic & Public Use,185.0
Moldova,2003,Industry & Manufacturing,21.0
Moldova,2004,Agriculture & Fisheries,136.0
Moldova,2004,Domestic & Public Use,179.0
Moldova,2004,Industry & Manufacturing,22.0
Moldova,2005,Agriculture & Fisheries,128.0
Moldova,2005,Domestic & Public Use,182.0
Moldova,2005,Industry & Manufacturing,22.0
Moldova,2006,Agriculture & Fisheries,128.0
Moldova,2006,Domestic & Public Use,184.0
Moldova,2006,Industry & Manufacturing,22.0
Moldova,2007,Agriculture & Fisheries,168.0
Moldova,2007,Domestic & Public Use,194.0
Moldova,2007,Industry & Manufacturing,20.0
Moldova,2008,Agriculture & Fisheries,135.0
Moldova,2008,Domestic & Public Use,190.0
Moldova,2008,Industry & Manufacturing,19.0
Moldova,2009,Agriculture & Fisheries,142.0
Moldova,2009,Domestic & Public Use,187.0
Moldova,2009,Industry & Manufacturing,19.0
Moldova,2010,Agriculture & Fisheries,130.0
Moldova,2010,Domestic & Public Use,185.0
Moldova,2010,Industry & Manufacturing,19.0
Moldova,2011,Agriculture & Fisheries,130.0
Moldova,2011,Domestic & Public Use,182.0
Moldova,2011,Industry & Manufacturing,19.0
Moldova,2012,Agriculture & Fisheries,136.0
Moldova,2012,Domestic & Public Use,183.0
Moldova,2012,Industry & Manufacturing,18.0
Moldova,2013,Agriculture & Fisheries,132.0
Moldova,2013,Domestic & Public Use,170.0
Moldova,2013,Industry & Manufacturing,18.0
Moldova,2014,Agriculture & Fisheries,132.0
Moldova,2014,Domestic & Public Use,168.0
Moldova,2014,Industry & Manufacturing,19.0
Moldova,2015,Agriculture & Fisheries,133.0
Moldova,2015,Domestic & Public Use,170.0
Moldova,2015,Industry & Manufacturing,19.0
Moldova,2016,Agriculture & Fisheries,132.0
Moldova,2016,Domestic & Public Use,175.0
Moldova,2016,Industry & Manufacturing,18.0
Moldova,2017,Agriculture & Fisheries,132.0
Moldova,2017,Domestic & Public Use,172.0
Moldova,2017,Industry & Manufacturing,18.0
Moldova,2018,Agriculture & Fisheries,134.0
Moldova,2018,Domestic & Public Use,172.0
Moldova,2018,Industry & Manufacturing,13.0
Moldova,2019,Agriculture & Fisheries,135.0
Moldova,2019,Domestic & Public Use,173.0
Moldova,2019,Industry & Manufacturing,14.0
Moldova,2020,Agriculture & Fisheries,148.0
Moldova,2020,Domestic & Public Use,173.0
Moldova,2020,Industry & Manufacturing,14.0
Moldova,2021,Agriculture & Fisheries,135.0
Moldova,2021,Domestic & Public Use,170.0
Moldova,2021,Industry & Manufacturing,14.0
Netherlands,1990,Agriculture & Fisheries,378.0
Netherlands,1990,Domestic & Public Use,2554.0
Netherlands,1990,Industry & Manufacturing,2758.0
Netherlands,1990,Services,3.0
Netherlands,1991,Agriculture & Fisheries,920.0
Netherlands,1991,Domestic & Public Use,2554.0
Netherlands,1991,Industry & Manufacturing,2758.0
Netherlands,1991,Services,6.0
Netherlands,1992,Agriculture & Fisheries,736.0
Netherlands,1992,Domestic & Public Use,2576.0
Netherlands,1993,Domestic & Public Use,2510.0
Netherlands,1994,Domestic & Public Use,2560.0
Netherlands,1995,Agriculture & Fisheries,1042.0
Netherlands,1995,Domestic & Public Use,2458.0
Netherlands,1996,Agriculture & Fisheries,919.0
Netherlands,1996,Domestic & Public Use,2534.0
Netherlands,1996,Industry & Manufacturing,1492.8
Netherlands,1997,Agriculture & Fisheries,360.0
Netherlands,1997,Domestic & Public Use,2514.0
Netherlands,1998,Agriculture & Fisheries,212.0
Netherlands,1998,Domestic & Public Use,2484.0
Netherlands,1999,Agriculture & Fisheries,306.0
Netherlands,1999,Domestic & Public Use,2526.0
Netherlands,2000,Domestic & Public Use,2626.0
Netherlands,2001,Agriculture & Fisheries,106.8
Netherlands,2001,Domestic & Public Use,2606.0
Netherlands,2001,Industry & Manufacturing,2703.8
Netherlands,2001,Services,0.0
Netherlands,2002,Agriculture & Fisheries,105.2
Netherlands,2002,Domestic & Public Use,2512.0
Netherlands,2002,Industry & Manufacturing,4365.93
Netherlands,2002,Services,0.0
Netherlands,2003,Agriculture & Fisheries,719.84
Netherlands,2003,Domestic & Public Use,2636.0
Netherlands,2003,Industry & Manufacturing,6030.5
Netherlands,2003,Services,0.0
Netherlands,2004,Agriculture & Fisheries,273.74
Netherlands,2004,Domestic & Public Use,2554.0
Netherlands,2004,Industry & Manufacturing,6880.5199999999995
Netherlands,2004,Services,0.0
Netherlands,2005,Agriculture & Fisheries,227.14
Netherlands,2005,Domestic & Public Use,2512.0
Netherlands,2005,Industry & Manufacturing,6050.4
Netherlands,2005,Services,0.0
Netherlands,2006,Agriculture & Fisheries,423.22
Netherlands,2006,Domestic & Public Use,2558.0
Netherlands,2006,Industry & Manufacturing,6064.86
Netherlands,2006,Services,0.0
Netherlands,2007,Agriculture & Fisheries,221.18
Netherlands,2007,Domestic & Public Use,2496.8
Netherlands,2007,Industry & Manufacturing,6076.78
Netherlands,2007,Services,0.0
Netherlands,2008,Agriculture & Fisheries,215.6
Netherlands,2008,Domestic & Public Use,2503.92
Netherlands,2008,Industry & Manufacturing,6426.0
Netherlands,2008,Services,0.0
Netherlands,2009,Agriculture & Fisheries,297.24
Netherlands,2009,Domestic & Public Use,2469.94
Netherlands,2009,Industry & Manufacturing,7147.56
Netherlands,2009,Services,0.0
Netherlands,2010,Agriculture & Fisheries,408.6
Netherlands,2010,Domestic & Public Use,2434.32
Netherlands,2010,Industry & Manufacturing,5750.6
Netherlands,2010,Services,0.0
Netherlands,2011,Agriculture & Fisheries,401.0
Netherlands,2011,Domestic & Public Use,2458.1
Netherlands,2011,Industry & Manufacturing,5852.74
Netherlands,2011,Services,0.0
Netherlands,2012,Agriculture & Fisheries,164.1
Netherlands,2012,Domestic & Public Use,2434.72
Netherlands,2012,Industry & Manufacturing,5943.94
Netherlands,2012,Services,0.0
Netherlands,2013,Agriculture & Fisheries,348.65999999999997
Netherlands,2013,Domestic & Public Use,2443.62
Netherlands,2013,Industry & Manufacturing,5674.860000000001
Netherlands,2013,Services,0.0
Netherlands,2014,Agriculture & Fisheries,249.34
Netherlands,2014,Domestic & Public Use,2448.2
Netherlands,2014,Industry & Manufacturing,5045.82
Netherlands,2014,Services,0.0
Netherlands,2015,Agriculture & Fisheries,349.74
Netherlands,2015,Domestic & Public Use,2474.42
Netherlands,2015,Industry & Manufacturing,4452.780000000001
Netherlands,2015,Services,0.0
Netherlands,2016,Agriculture & Fisheries,229.1
Netherlands,2016,Domestic & Public Use,2520.68
Netherlands,2016,Industry & Manufacturing,5082.88
Netherlands,2016,Services,0.0
Netherlands,2017,Agriculture & Fisheries,401.98
Netherlands,2017,Domestic & Public Use,2398.736
Netherlands,2017,Industry & Manufacturing,5043.338
Netherlands,2017,Services,0.0
Netherlands,2018,Agriculture & Fisheries,1136.104
Netherlands,2018,Domestic & Public Use,2624.398
Netherlands,2018,Industry & Manufacturing,4918.44
Netherlands,2018,Services,0.0
Netherlands,2019,Agriculture & Fisheries,938.1179999999999
Netherlands,2019,Domestic & Public Use,2604.4
Netherlands,2019,Industry & Manufacturing,4825.8
Netherlands,2019,Services,0.0
Netherlands,2020,Agriculture & Fisheries,1152.019
Netherlands,2020,Domestic & Public Use,2667.0
Netherlands,2020,Industry & Manufacturing,4847.0
Netherlands,2020,Services,0.0
Netherlands,2021,Agriculture & Fisheries,128.57600000000002
Netherlands,2021,Domestic & Public Use,2589.6000488280997
Netherlands,2021,Industry & Manufacturing,5233.1999511719005
Netherlands,2021,Services,0.0
Norway,1990,Domestic & Public Use,750.0
Norway,1994,Domestic & Public Use,1546.0
Norway,1995,Agriculture & Fisheries,735.3
Norway,1996,Agriculture & Fisheries,605.3
Norway,1996,Domestic & Public Use,1609.0
Norway,1997,Agriculture & Fisheries,1185.1
Norway,1997,Domestic & Public Use,762.0
Norway,1998,Agriculture & Fisheries,961.8
Norway,1998,Domestic & Public Use,1584.0
Norway,1999,Agriculture & Fisheries,1057.1
Norway,1999,Domestic & Public Use,1592.0
Norway,1999,Industry & Manufacturing,1566.0
Norway,2000,Agriculture & Fisheries,160.0
Norway,2000,Domestic & Public Use,1604.0
Norway,2001,Agriculture & Fisheries,353.6
Norway,2001,Domestic & Public Use,1612.0
Norway,2002,Agriculture & Fisheries,226.2
Norway,2002,Domestic & Public Use,1616.0
Norway,2003,Agriculture & Fisheries,137.0
Norway,2003,Domestic & Public Use,1630.0
Norway,2003,Industry & Manufacturing,1830.0
Norway,2004,Agriculture & Fisheries,147.0
Norway,2004,Domestic & Public Use,1640.0
Norway,2005,Agriculture & Fisheries,205.74
Norway,2005,Domestic & Public Use,1650.0
