Country,Year,Measure_group,OBS_VALUE_abstraction
Croatia,2015,Agriculture & Fisheries,90.0
Croatia,2015,Domestic & Public Use,936.90595
Croatia,2015,Industry & Manufacturing,102.42699999999999
Croatia,2015,Services,0.0
Croatia,2016,Agriculture & Fisheries,90.0
Croatia,2016,Domestic & Public Use,933.5700099999999
Croatia,2016,Industry & Manufacturing,102.587
Croatia,2016,Services,0.0
Croatia,2017,Agriculture & Fisheries,90.0
Croatia,2017,Domestic & Public Use,904.33602
Croatia,2017,Industry & Manufacturing,103.58800000000001
Croatia,2017,Services,0.0
Croatia,2018,Agriculture & Fisheries,90.0
Croatia,2018,Domestic & Public Use,897.0230300000001
Croatia,2018,Industry & Manufacturing,109.316
Croatia,2018,Services,0.0
Croatia,2019,Agriculture & Fisheries,90.0
Croatia,2019,Domestic & Public Use,895.90302
Croatia,2019,Industry & Manufacturing,108.82
Croatia,2019,Services,0.0
Croatia,2020,Agriculture & Fisheries,90.0
Croatia,2020,Domestic & Public Use,890.77496
Croatia,2020,Industry & Manufacturing,102.24399999999999
Croatia,2020,Services,0.0
Croatia,2021,Agriculture & Fisheries,60.0
Croatia,2021,Domestic & Public Use,440.13703
Croatia,2021,Industry & Manufacturing,27.432
Croatia,2021,Services,0.0
Croatia,2022,Agriculture & Fisheries,60.0
Croatia,2022,Domestic & Public Use,452.716
Croatia,2022,Industry & Manufacturing,24.150000000000002
Croatia,2022,Services,0.0
Denmark,1990,Agriculture & Fisheries,1660.0
Denmark,1990,Domestic & Public Use,1142.0
Denmark,1990,Industry & Manufacturing,450.0
Denmark,1990,Services,0.0
Denmark,1991,Agriculture & Fisheries,879.4
Denmark,1991,Domestic & Public Use,998.0
Denmark,1991,Industry & Manufacturing,84.0
Denmark,1991,Services,132.0
Denmark,1995,Agriculture & Fisheries,870.0
Denmark,1995,Domestic & Public Use,970.0
Denmark,1995,Industry & Manufacturing,160.0
Denmark,1995,Services,54.0
Denmark,1996,Agriculture & Fisheries,720.0
Denmark,1996,Domestic & Public Use,1046.0
Denmark,1996,Industry & Manufacturing,106.0
Denmark,1996,Services,50.0
Denmark,1997,Agriculture & Fisheries,368.7
Denmark,1997,Domestic & Public Use,472.4
Denmark,1997,Industry & Manufacturing,61.5
Denmark,1997,Services,13.8
Denmark,1998,Agriculture & Fisheries,207.9
Denmark,1998,Domestic & Public Use,445.5
Denmark,1998,Industry & Manufacturing,63.2
Denmark,1998,Services,17.1
Denmark,1999,Agriculture & Fisheries,314.3
Denmark,1999,Domestic & Public Use,435.4
Denmark,1999,Industry & Manufacturing,54.0
Denmark,1999,Services,20.3
Denmark,2000,Agriculture & Fisheries,354.9
Denmark,2000,Domestic & Public Use,432.09999999999997
Denmark,2000,Industry & Manufacturing,66.8
Denmark,2000,Services,20.1
Denmark,2001,Agriculture & Fisheries,351.29999999999995
Denmark,2001,Domestic & Public Use,423.8
Denmark,2001,Industry & Manufacturing,54.3
Denmark,2001,Services,22.7
Denmark,2002,Agriculture & Fisheries,486.79999999999995
Denmark,2002,Domestic & Public Use,866.0
Denmark,2002,Industry & Manufacturing,115.4
Denmark,2002,Services,2.3
Denmark,2003,Agriculture & Fisheries,500.5
Denmark,2003,Domestic & Public Use,855.0
Denmark,2003,Industry & Manufacturing,84.8
Denmark,2003,Services,1.9
Denmark,2004,Agriculture & Fisheries,692.8
Denmark,2004,Domestic & Public Use,866.7
Denmark,2004,Industry & Manufacturing,85.2
Denmark,2004,Services,0.7
Denmark,2005,Agriculture & Fisheries,604.0
Denmark,2005,Domestic & Public Use,840.8
Denmark,2005,Industry & Manufacturing,85.8
Denmark,2005,Services,0.8
Denmark,2006,Agriculture & Fisheries,816.0
Denmark,2006,Domestic & Public Use,808.4
Denmark,2006,Industry & Manufacturing,64.4
Denmark,2006,Services,0.6
Denmark,2007,Agriculture & Fisheries,405.0
Denmark,2007,Domestic & Public Use,814.0
Denmark,2007,Industry & Manufacturing,80.8
Denmark,2007,Services,8.0
Denmark,2008,Agriculture & Fisheries,895.8000000000001
Denmark,2008,Domestic & Public Use,815.8000000000001
Denmark,2008,Industry & Manufacturing,71.80000000000001
Denmark,2008,Services,1.2
Denmark,2009,Agriculture & Fisheries,842.6
Denmark,2009,Domestic & Public Use,772.1999999999999
Denmark,2009,Industry & Manufacturing,66.2
Denmark,2009,Services,1.4
Denmark,2010,Agriculture & Fisheries,1982.82
Denmark,2010,Domestic & Public Use,819.92
Denmark,2010,Industry & Manufacturing,63.300000000000004
Denmark,2010,Services,6.54
Denmark,2011,Agriculture & Fisheries,2077.9
Denmark,2011,Domestic & Public Use,804.1
Denmark,2011,Industry & Manufacturing,64.42
Denmark,2011,Services,10.66
Denmark,2012,Agriculture & Fisheries,1712.78
Denmark,2012,Domestic & Public Use,804.54
Denmark,2012,Industry & Manufacturing,66.16
Denmark,2012,Services,14.24
Denmark,2013,Agriculture & Fisheries,2310.68
Denmark,2013,Domestic & Public Use,799.64
Denmark,2013,Industry & Manufacturing,60.32
Denmark,2013,Services,11.5
Denmark,2014,Agriculture & Fisheries,2320.16
Denmark,2014,Domestic & Public Use,788.18
Denmark,2014,Industry & Manufacturing,61.26
Denmark,2014,Services,10.54
Denmark,2015,Agriculture & Fisheries,2057.07999511719
Denmark,2015,Domestic & Public Use,768.06
Denmark,2015,Industry & Manufacturing,62.519999999999996
Denmark,2015,Services,12.08
Denmark,2016,Agriculture & Fisheries,1834.55999755859
Denmark,2016,Domestic & Public Use,780.84
Denmark,2016,Industry & Manufacturing,60.78
Denmark,2016,Services,12.48
Denmark,2017,Agriculture & Fisheries,1900.7600012207
Denmark,2017,Domestic & Public Use,772.66
Denmark,2017,Industry & Manufacturing,55.5
Denmark,2017,Services,9.62
Denmark,2018,Agriculture & Fisheries,2637.3599902343803
Denmark,2018,Domestic & Public Use,803.68
Denmark,2018,Industry & Manufacturing,71.06
Denmark,2018,Services,12.46
Denmark,2019,Agriculture & Fisheries,2028.72001464844
Denmark,2019,Domestic & Public Use,774.24
Denmark,2019,Industry & Manufacturing,72.1
Denmark,2019,Services,16.98
Denmark,2020,Agriculture & Fisheries,2053.70999389648
Denmark,2020,Domestic & Public Use,804.32
Denmark,2020,Industry & Manufacturing,80.99000000000001
Denmark,2020,Services,18.13
Denmark,2021,Agriculture & Fisheries,2087.31999145508
Denmark,2021,Domestic & Public Use,778.75
Denmark,2021,Industry & Manufacturing,69.61
Denmark,2021,Services,17.92
Denmark,2022,Agriculture & Fisheries,2025.95999572754
Denmark,2022,Domestic & Public Use,765.58000854492
Denmark,2022,Industry & Manufacturing,51.759999771118004
Denmark,2022,Services,9.49
Estonia,1990,Industry & Manufacturing,656.0
Estonia,1991,Industry & Manufacturing,604.0
Estonia,1992,Industry & Manufacturing,536.0
Estonia,1993,Industry & Manufacturing,478.0
Estonia,1994,Industry & Manufacturing,466.0
Estonia,1995,Industry & Manufacturing,494.0
Estonia,1996,Industry & Manufacturing,326.0
Estonia,1997,Industry & Manufacturing,474.0
Estonia,1998,Agriculture & Fisheries,59.2
Estonia,1998,Domestic & Public Use,194.6
Estonia,1998,Industry & Manufacturing,556.4
Estonia,1998,Services,27.0
Estonia,1999,Agriculture & Fisheries,73.4
Estonia,1999,Domestic & Public Use,163.4
Estonia,1999,Industry & Manufacturing,527.2
Estonia,1999,Services,29.0
Estonia,2000,Agriculture & Fisheries,72.8
Estonia,2000,Domestic & Public Use,142.8
Estonia,2000,Industry & Manufacturing,450.8
Estonia,2000,Services,27.4
Estonia,2001,Agriculture & Fisheries,80.6
Estonia,2001,Domestic & Public Use,133.0
Estonia,2001,Industry & Manufacturing,479.6
Estonia,2001,Services,38.6
Estonia,2002,Agriculture & Fisheries,60.0
Estonia,2002,Domestic & Public Use,142.6
Estonia,2002,Industry & Manufacturing,417.8
Estonia,2002,Services,12.8
Estonia,2003,Agriculture & Fisheries,103.0
Estonia,2003,Domestic & Public Use,139.4
Estonia,2003,Industry & Manufacturing,481.2
Estonia,2003,Services,12.0
Estonia,2004,Agriculture & Fisheries,147.0
Estonia,2004,Domestic & Public Use,132.2
Estonia,2004,Industry & Manufacturing,564.6
Estonia,2004,Services,11.2
Estonia,2005,Agriculture & Fisheries,26.4
Estonia,2005,Domestic & Public Use,108.0
Estonia,2005,Industry & Manufacturing,510.6
Estonia,2005,Services,17.0
Estonia,2006,Agriculture & Fisheries,20.0
Estonia,2006,Domestic & Public Use,93.2
Estonia,2006,Industry & Manufacturing,456.79999999999995
Estonia,2006,Services,17.2
Estonia,2007,Agriculture & Fisheries,15.2
Estonia,2007,Domestic & Public Use,95.6
Estonia,2007,Industry & Manufacturing,472.2
Estonia,2007,Services,20.2
Estonia,2008,Agriculture & Fisheries,0.0
Estonia,2008,Domestic & Public Use,29.4
Estonia,2008,Industry & Manufacturing,563.6
Estonia,2009,Agriculture & Fisheries,8.8
Estonia,2009,Domestic & Public Use,126.0
Estonia,2009,Industry & Manufacturing,593.6
Estonia,2009,Services,2.2
Estonia,2010,Agriculture & Fisheries,4.1
Estonia,2010,Domestic & Public Use,135.0
Estonia,2010,Industry & Manufacturing,46.2
Estonia,2011,Agriculture & Fisheries,4.0
Estonia,2011,Domestic & Public Use,116.504
Estonia,2011,Industry & Manufacturing,206.60000000000002
Estonia,2012,Agriculture & Fisheries,4.4
Estonia,2012,Domestic & Public Use,120.6
Estonia,2012,Industry & Manufacturing,46.0
Estonia,2013,Agriculture & Fisheries,8.9
Estonia,2013,Domestic & Public Use,121.0
Estonia,2013,Industry & Manufacturing,29.36
Estonia,2014,Agriculture & Fisheries,9.56
Estonia,2014,Domestic & Public Use,122.3
Estonia,2014,Industry & Manufacturing,18.06
Estonia,2015,Agriculture & Fisheries,9.26
Estonia,2015,Domestic & Public Use,98.44
Estonia,2015,Industry & Manufacturing,27.99
Estonia,2016,Agriculture & Fisheries,10.441
Estonia,2016,Domestic & Public Use,120.69999999999999
Estonia,2016,Industry & Manufacturing,73.021
Estonia,2017,Agriculture & Fisheries,11.158000000000001
Estonia,2017,Domestic & Public Use,117.76
Estonia,2017,Industry & Manufacturing,76.403
Estonia,2018,Agriculture & Fisheries,11.38
Estonia,2018,Domestic & Public Use,114.4
Estonia,2018,Industry & Manufacturing,76.21522
Estonia,2019,Agriculture & Fisheries,11.019083
Estonia,2019,Domestic & Public Use,121.46424
Estonia,2019,Industry & Manufacturing,478.379752
Estonia,2019,Services,3.564055
Estonia,2020,Agriculture & Fisheries,10.481089
Estonia,2020,Domestic & Public Use,122.12113
Estonia,2020,Industry & Manufacturing,465.138706
Estonia,2020,Services,3.6010780000000002
Estonia,2021,Agriculture & Fisheries,10.720967000000002
Estonia,2021,Domestic & Public Use,125.10065
Estonia,2021,Industry & Manufacturing,484.564533
Estonia,2021,Services,4.384671
Estonia,2022,Agriculture & Fisheries,10.781660129385031
Estonia,2022,Domestic & Public Use,126.19302184082
Estonia,2022,Industry & Manufacturing,301.92072833252
Estonia,2022,Services,1.834675
Finland,1990,Domestic & Public Use,848.0
Finland,1990,Industry & Manufacturing,3308.1
Finland,1990,Services,0.0
Finland,1991,Domestic & Public Use,824.0
Finland,1991,Industry & Manufacturing,3731.4
Finland,1991,Services,0.0
Finland,1992,Domestic & Public Use,838.0
Finland,1992,Industry & Manufacturing,2923.5
Finland,1992,Services,0.0
Finland,1993,Domestic & Public Use,838.0
Finland,1993,Industry & Manufacturing,3137.2
Finland,1994,Agriculture & Fisheries,180.0
Finland,1994,Domestic & Public Use,898.0
Finland,1994,Industry & Manufacturing,3285.3999999999996
Finland,1995,Agriculture & Fisheries,140.0
Finland,1995,Domestic & Public Use,824.0
Finland,1995,Industry & Manufacturing,3227.2
Finland,1996,Agriculture & Fisheries,100.0
Finland,1996,Domestic & Public Use,838.0
Finland,1997,Agriculture & Fisheries,100.0
Finland,1997,Domestic & Public Use,832.0
Finland,1998,Agriculture & Fisheries,100.0
Finland,1998,Domestic & Public Use,808.0
Finland,1999,Agriculture & Fisheries,140.0
Finland,1999,Domestic & Public Use,865.0
Finland,1999,Industry & Manufacturing,3179.3999999999996
Finland,2000,Agriculture & Fisheries,100.0
Finland,2000,Domestic & Public Use,808.0
Finland,2000,Industry & Manufacturing,3132.0
Finland,2001,Agriculture & Fisheries,100.0
Finland,2001,Domestic & Public Use,808.0
Finland,2001,Industry & Manufacturing,3132.0
Finland,2002,Agriculture & Fisheries,100.0
Finland,2002,Domestic & Public Use,808.0
Finland,2002,Industry & Manufacturing,2052.6
Finland,2003,Agriculture & Fisheries,100.0
Finland,2003,Domestic & Public Use,808.0
Finland,2003,Industry & Manufacturing,1903.0
Finland,2004,Agriculture & Fisheries,100.0
Finland,2004,Domestic & Public Use,808.0
Finland,2004,Industry & Manufacturing,1959.4
Finland,2005,Agriculture & Fisheries,100.0
Finland,2005,Domestic & Public Use,808.0
Finland,2005,Industry & Manufacturing,2011.8
Finland,2006,Domestic & Public Use,239.2
Finland,2006,Industry & Manufacturing,5068.0
Finland,2007,Domestic & Public Use,239.4
Finland,2008,Domestic & Public Use,239.6
Finland,2009,Domestic & Public Use,239.8
Finland,2009,Industry & Manufacturing,2584.0
Finland,2010,Domestic & Public Use,820.0
Finland,2010,Industry & Manufacturing,2844.0
Finland,2011,Agriculture & Fisheries,0.0
Finland,2011,Domestic & Public Use,800.0
Finland,2012,Domestic & Public Use,828.0
Finland,2012,Industry & Manufacturing,2583.2000000000003
Finland,2013,Domestic & Public Use,824.0
Finland,2013,Industry & Manufacturing,2885.4
Finland,2014,Domestic & Public Use,818.0
Finland,2014,Industry & Manufacturing,2879.2000000000003
Finland,2015,Industry & Manufacturing,2734.6
Finland,2016,Industry & Manufacturing,2854.8
Finland,2017,Industry & Manufacturing,2230.0
Finland,2018,Industry & Manufacturing,2882.6
Finland,2019,Industry & Manufacturing,3124.5750000000003
Finland,2020,Industry & Manufacturing,3014.6520000000005
Finland,2021,Industry & Manufacturing,2828.7239999999997
Finland,2022,Industry & Manufacturing,2587.1950371094
France,1990,Domestic & Public Use,12182.0
France,1990,Industry & Manufacturing,8890.0
France,1991,Agriculture & Fisheries,9800.0
France,1991,Domestic & Public Use,12186.0
France,1991,Industry & Manufacturing,8686.0
France,1992,Agriculture & Fisheries,9838.0
France,1992,Domestic & Public Use,11964.0
France,1992,Industry & Manufacturing,8496.0
France,1993,Agriculture & Fisheries,9898.0
France,1993,Domestic & Public Use,11866.0
France,1993,Industry & Manufacturing,8046.0
France,1994,Agriculture & Fisheries,9942.0
France,1994,Domestic & Public Use,11862.0
France,1994,Industry & Manufacturing,7908.0
France,1997,Domestic & Public Use,11780.0
France,1997,Industry & Manufacturing,7780.0
France,1998,Domestic & Public Use,11726.0
France,1998,Industry & Manufacturing,7702.0
France,1999,Domestic & Public Use,11796.0
France,1999,Industry & Manufacturing,7432.0
France,2000,Agriculture & Fisheries,9743.86
France,2000,Domestic & Public Use,11743.464
France,2000,Industry & Manufacturing,4795.643
France,2001,Agriculture & Fisheries,9534.442000000001
France,2001,Domestic & Public Use,11932.02
France,2001,Industry & Manufacturing,4816.416
France,2002,Agriculture & Fisheries,8581.178
France,2002,Domestic & Public Use,11931.98
France,2002,Industry & Manufacturing,4718.999
France,2003,Agriculture & Fisheries,11033.804
France,2003,Domestic & Public Use,12395.778
France,2003,Industry & Manufacturing,4780.518
France,2004,Agriculture & Fisheries,10295.84
France,2004,Domestic & Public Use,12027.184000000001
France,2004,Industry & Manufacturing,4630.74
France,2005,Agriculture & Fisheries,9390.975
France,2005,Domestic & Public Use,11830.678
France,2005,Industry & Manufacturing,4574.524
France,2006,Agriculture & Fisheries,9514.08
France,2006,Domestic & Public Use,11723.336
France,2006,Industry & Manufacturing,4285.695
France,2007,Agriculture & Fisheries,7865.699
France,2007,Domestic & Public Use,11365.937000000002
France,2007,Industry & Manufacturing,4330.642
France,2008,Agriculture & Fisheries,5175.775
France,2008,Domestic & Public Use,11037.641
France,2008,Industry & Manufacturing,4069.36
France,2009,Agriculture & Fisheries,6289.859
France,2009,Domestic & Public Use,11290.395
France,2009,Industry & Manufacturing,3905.841
France,2010,Agriculture & Fisheries,6090.044
France,2010,Domestic & Public Use,10980.44
France,2010,Industry & Manufacturing,3754.583
France,2010,Services,821.363
France,2011,Agriculture & Fisheries,6104.719
France,2011,Domestic & Public Use,10759.083
France,2011,Industry & Manufacturing,3834.533
France,2011,Services,901.724
France,2012,Agriculture & Fisheries,5826.2
France,2012,Domestic & Public Use,10961.8
France,2012,Industry & Manufacturing,4712.098
France,2012,Services,837.816
France,2013,Agriculture & Fisheries,5552.536
France,2013,Domestic & Public Use,10566.497
France,2013,Industry & Manufacturing,4587.457
France,2013,Services,905.979
France,2014,Agriculture & Fisheries,4228.022000000001
France,2014,Domestic & Public Use,10132.703000000001
France,2014,Industry & Manufacturing,4587.131
France,2014,Services,765.781
France,2015,Agriculture & Fisheries,6426.323
France,2015,Domestic & Public Use,10432.317
France,2015,Industry & Manufacturing,4677.783624
France,2015,Services,621.0219
France,2016,Agriculture & Fisheries,6226.18
France,2016,Domestic & Public Use,10348.042000000001
France,2016,Industry & Manufacturing,4173.6924500000005
France,2016,Services,721.2416000000001
France,2017,Agriculture & Fisheries,5885.098
France,2017,Domestic & Public Use,10782.476999999999
France,2017,Industry & Manufacturing,4519.246397
France,2017,Services,634.9394
France,2018,Agriculture & Fisheries,5973.436
France,2018,Domestic & Public Use,10631.761
France,2018,Industry & Manufacturing,4485.105411
France,2018,Services,664.0228
France,2019,Agriculture & Fisheries,6366.342000000001
France,2019,Domestic & Public Use,10618.079
France,2019,Industry & Manufacturing,4408.546924
France,2019,Services,550.8801
France,2020,Agriculture & Fisheries,6802.624
France,2020,Domestic & Public Use,10717.022
France,2020,Industry & Manufacturing,3826.299499
France,2020,Services,752.5164
Georgia,1990,Agriculture & Fisheries,2054.0
Georgia,1990,Domestic & Public Use,556.0
Georgia,1990,Industry & Manufacturing,409.0
Georgia,1995,Agriculture & Fisheries,1444.0
Georgia,1995,Domestic & Public Use,422.0
Georgia,1995,Industry & Manufacturing,8.3000001907349
Georgia,1996,Agriculture & Fisheries,1487.0
Georgia,1996,Domestic & Public Use,476.60000610351
Georgia,1996,Industry & Manufacturing,41.700000762939
Georgia,1997,Agriculture & Fisheries,867.70001220703
Georgia,1997,Domestic & Public Use,479.89999389648
Georgia,1997,Industry & Manufacturing,7.9000000953674
Georgia,1998,Agriculture & Fisheries,1303.0
Georgia,1998,Domestic & Public Use,466.70001220703
Georgia,1998,Industry & Manufacturing,12.699999809265
Georgia,1999,Agriculture & Fisheries,1170.5
Georgia,1999,Domestic & Public Use,459.39999389648
Georgia,1999,Industry & Manufacturing,11.300000190735
Georgia,2000,Agriculture & Fisheries,784.5
Georgia,2000,Domestic & Public Use,493.8
Georgia,2000,Industry & Manufacturing,6.5
Georgia,2001,Agriculture & Fisheries,1049.4
Georgia,2001,Domestic & Public Use,568.3
Georgia,2001,Industry & Manufacturing,8.8
Georgia,2002,Agriculture & Fisheries,607.2
Georgia,2002,Domestic & Public Use,574.0
Georgia,2002,Industry & Manufacturing,7.0
Georgia,2003,Agriculture & Fisheries,533.0
Georgia,2003,Domestic & Public Use,565.0
Georgia,2003,Industry & Manufacturing,12.0
Georgia,2004,Agriculture & Fisheries,591.0
Georgia,2004,Domestic & Public Use,551.0
Georgia,2004,Industry & Manufacturing,11.0
Georgia,2005,Agriculture & Fisheries,672.1
Georgia,2005,Domestic & Public Use,551.0
Georgia,2005,Industry & Manufacturing,12.9
Georgia,2006,Agriculture & Fisheries,606.0
Georgia,2006,Domestic & Public Use,466.0
Georgia,2006,Industry & Manufacturing,12.8
Georgia,2007,Agriculture & Fisheries,901.0
Georgia,2007,Domestic & Public Use,451.0
Georgia,2007,Industry & Manufacturing,19.0
Georgia,2008,Agriculture & Fisheries,1065.0
Georgia,2008,Domestic & Public Use,465.0
Georgia,2008,Industry & Manufacturing,17.5
Georgia,2009,Agriculture & Fisheries,1101.0
Georgia,2009,Domestic & Public Use,509.0
Georgia,2009,Industry & Manufacturing,20.0
Georgia,2010,Agriculture & Fisheries,1013.0
Georgia,2010,Domestic & Public Use,782.0
Georgia,2010,Industry & Manufacturing,17.0
Georgia,2011,Agriculture & Fisheries,1309.0
Georgia,2011,Domestic & Public Use,676.0
Georgia,2011,Industry & Manufacturing,18.0
Georgia,2012,Agriculture & Fisheries,1344.0
Georgia,2012,Domestic & Public Use,726.0
Georgia,2012,Industry & Manufacturing,58.0
Georgia,2013,Agriculture & Fisheries,1154.0
Georgia,2013,Domestic & Public Use,693.0
Georgia,2013,Industry & Manufacturing,56.0
Georgia,2014,Agriculture & Fisheries,1098.0
Georgia,2014,Domestic & Public Use,690.0
Georgia,2014,Industry & Manufacturing,54.0
Georgia,2015,Agriculture & Fisheries,1084.0
Georgia,2015,Domestic & Public Use,481.0
Georgia,2015,Industry & Manufacturing,55.0
Georgia,2016,Agriculture & Fisheries,898.0
Georgia,2016,Domestic & Public Use,940.0
Georgia,2016,Industry & Manufacturing,21.0
Georgia,2017,Agriculture & Fisheries,909.0
Georgia,2017,Domestic & Public Use,681.0
Georgia,2017,Industry & Manufacturing,32.0
Georgia,2018,Agriculture & Fisheries,931.0
Georgia,2018,Domestic & Public Use,623.0
Georgia,2018,Industry & Manufacturing,25.0
Georgia,2019,Agriculture & Fisheries,1098.0
Georgia,2019,Domestic & Public Use,655.0
Georgia,2019,Industry & Manufacturing,27.0
Georgia,2020,Agriculture & Fisheries,1125.0
Georgia,2020,Domestic & Public Use,606.0
Georgia,2020,Industry & Manufacturing,22.0
Georgia,2021,Agriculture & Fisheries,1327.0
Georgia,2021,Domestic & Public Use,534.0
Georgia,2021,Industry & Manufacturing,18.0
Germany,1991,Agriculture & Fisheries,1600.0
Germany,1991,Domestic & Public Use,13032.0
Germany,1991,Industry & Manufacturing,21962.0
Germany,1995,Agriculture & Fisheries,1232.0
Germany,1995,Domestic & Public Use,11674.0
Germany,1995,Industry & Manufacturing,18028.0
Germany,1995,Services,204.0
Germany,1998,Agriculture & Fisheries,326.0
Germany,1998,Domestic & Public Use,11116.0
Germany,1998,Industry & Manufacturing,14685.0
Germany,2001,Domestic & Public Use,10817.8
Germany,2001,Industry & Manufacturing,17050.6
Germany,2002,Agriculture & Fisheries,284.79999999999995
Germany,2004,Domestic & Public Use,10743.4
Germany,2004,Industry & Manufacturing,15868.800000000001
Germany,2007,Agriculture & Fisheries,263.4
Germany,2007,Domestic & Public Use,10255.2
Germany,2007,Industry & Manufacturing,14790.599999999999
Germany,2007,Services,332.2
Germany,2010,Agriculture & Fisheries,421.8
Germany,2010,Domestic & Public Use,10161.4
Germany,2010,Industry & Manufacturing,16040.240000000002
Germany,2010,Services,143.4
Germany,2012,Domestic & Public Use,10124.98
Germany,2013,Agriculture & Fisheries,1058.14
Germany,2013,Domestic & Public Use,10106.817
Germany,2013,Industry & Manufacturing,14419.978
Germany,2013,Services,278.015
Germany,2014,Domestic & Public Use,10207.38
Germany,2015,Domestic & Public Use,10307.92
Germany,2016,Agriculture & Fisheries,1023.03171
Germany,2016,Domestic & Public Use,10408.478
Germany,2016,Industry & Manufacturing,13987.6558
Germany,2016,Services,157.60366
Germany,2017,Domestic & Public Use,10509.3
Germany,2018,Domestic & Public Use,10610.14
Germany,2019,Agriculture & Fisheries,1497.73792
Germany,2019,Domestic & Public Use,10710.961
Germany,2019,Industry & Manufacturing,12756.65729
Germany,2019,Services,463.8799
Greece,1990,Agriculture & Fisheries,30800.0
Greece,1990,Industry & Manufacturing,54.0
Greece,1991,Agriculture & Fisheries,30400.0
Greece,1992,Agriculture & Fisheries,31600.0
Greece,1993,Agriculture & Fisheries,30400.0
Greece,1995,Agriculture & Fisheries,30400.0
Greece,1995,Industry & Manufacturing,110.0
Greece,1996,Agriculture & Fisheries,15200.0
Greece,1997,Agriculture & Fisheries,15200.0
Greece,1997,Domestic & Public Use,1722.9
Greece,1997,Industry & Manufacturing,110.0
Greece,2000,Agriculture & Fisheries,36268.8
Greece,2000,Domestic & Public Use,1590.6
Greece,2000,Industry & Manufacturing,124.0
Greece,2001,Agriculture & Fisheries,35763.6
Greece,2001,Domestic & Public Use,1519.8
Greece,2001,Industry & Manufacturing,146.0
Greece,2002,Agriculture & Fisheries,33679.2
Greece,2002,Domestic & Public Use,1533.2
Greece,2002,Industry & Manufacturing,146.0
Greece,2003,Agriculture & Fisheries,34128.4
Greece,2003,Domestic & Public Use,1694.4
Greece,2003,Industry & Manufacturing,153.0
Greece,2004,Agriculture & Fisheries,34482.4
Greece,2004,Domestic & Public Use,1739.4
Greece,2004,Industry & Manufacturing,172.0
Greece,2005,Agriculture & Fisheries,34798.0
Greece,2005,Domestic & Public Use,1737.0
Greece,2005,Industry & Manufacturing,172.0
Greece,2006,Agriculture & Fisheries,33821.2
Greece,2006,Domestic & Public Use,1825.8
Greece,2006,Industry & Manufacturing,158.0
Greece,2007,Agriculture & Fisheries,33832.0
Greece,2007,Domestic & Public Use,1692.6
Greece,2007,Industry & Manufacturing,134.0
Greece,2010,Industry & Manufacturing,45.86
Greece,2011,Agriculture & Fisheries,33029.4
Greece,2011,Domestic & Public Use,2836.78
Greece,2011,Industry & Manufacturing,298.5
Greece,2012,Agriculture & Fisheries,33029.4
Greece,2012,Domestic & Public Use,2836.78
Greece,2012,Industry & Manufacturing,297.67
Greece,2013,Agriculture & Fisheries,33029.4
Greece,2013,Domestic & Public Use,2836.78
Greece,2013,Industry & Manufacturing,308.92
Greece,2014,Agriculture & Fisheries,33029.4
Greece,2014,Domestic & Public Use,2836.78
Greece,2014,Industry & Manufacturing,296.59000000000003
Greece,2015,Agriculture & Fisheries,33029.4
Greece,2015,Domestic & Public Use,2836.78
Greece,2015,Industry & Manufacturing,306.24
Greece,2016,Agriculture & Fisheries,32267.458
Greece,2016,Domestic & Public Use,3374.184
Greece,2016,Industry & Manufacturing,412.566
Greece,2017,Agriculture & Fisheries,32267.458
Greece,2017,Domestic & Public Use,3374.184
Greece,2017,Industry & Manufacturing,409.186
Greece,2018,Agriculture & Fisheries,32267.458
Greece,2018,Domestic & Public Use,3374.184
Greece,2018,Industry & Manufacturing,405.436
Greece,2019,Agriculture & Fisheries,32267.458
Greece,2019,Domestic & Public Use,3374.184
Greece,2019,Industry & Manufacturing,404.336
Greece,2020,Agriculture & Fisheries,32267.458
Greece,2020,Domestic & Public Use,3374.184
Greece,2020,Industry & Manufacturing,388.416
Greece,2021,Agriculture & Fisheries,32267.458
Greece,2021,Domestic & Public Use,3374.184
Greece,2021,Industry & Manufacturing,392.966
Greece,2022,Agriculture & Fisheries,32267.4555390625
Greece,2022,Domestic & Public Use,3374.1879941406
Greece,2022,Industry & Manufacturing,392.62156487305
Hungary,1990,Industry & Manufacturing,66.6
Hungary,1992,Agriculture & Fisheries,2764.0
Hungary,1992,Domestic & Public Use,1872.2
Hungary,1992,Industry & Manufacturing,840.4
Hungary,1992,Services,96.0
Hungary,1993,Agriculture & Fisheries,2732.0
Hungary,1993,Domestic & Public Use,1641.2
Hungary,1993,Industry & Manufacturing,623.4
Hungary,1993,Services,96.0
Hungary,1994,Agriculture & Fisheries,1992.0
Hungary,1994,Domestic & Public Use,1716.4
Hungary,1994,Industry & Manufacturing,699.4
Hungary,1994,Services,76.0
Hungary,1995,Agriculture & Fisheries,1824.6
Hungary,1995,Domestic & Public Use,1621.6999999999998
Hungary,1995,Industry & Manufacturing,660.0
Hungary,1995,Services,76.0
Hungary,1996,Agriculture & Fisheries,1236.2
Hungary,1996,Domestic & Public Use,1581.6
Hungary,1996,Industry & Manufacturing,640.5
Hungary,1996,Services,76.0
Hungary,1997,Agriculture & Fisheries,950.1
Hungary,1997,Domestic & Public Use,1516.8
Hungary,1997,Industry & Manufacturing,644.6
Hungary,1997,Services,76.0
