Country,Year,Measure_group,OBS_VALUE_use,OBS_VALUE_abstractions,usage_to_abstractions_ratio,ISO3
Armenia,1990,Domestic/Public Use,945.09997558594,3799.70001220703,0.24873015568326015,ARM
Armenia,1990,Total,945.09997558594,3799.70001220703,0.24873015568326015,ARM
Armenia,1995,Domestic/Public Use,555.29998779297,1621.49995040896,0.3424606874967324,ARM
Armenia,1995,Total,555.29998779297,1621.49995040896,0.3424606874967324,ARM
Armenia,1996,Domestic/Public Use,530.90002441406,1644.399986267091,0.32285333790305004,ARM
Armenia,1996,Total,530.90002441406,1644.399986267091,0.32285333790305004,ARM
Armenia,1997,Domestic/Public Use,456.39999389648,2169.600044250459,0.2103613498284908,ARM
Armenia,1997,Total,456.39999389648,2169.600044250459,0.2103613498284908,ARM
Armenia,1998,Domestic/Public Use,429.29998779297,1986.0999641418089,0.2161522559507572,ARM
Armenia,1998,Total,429.29998779297,1986.0999641418089,0.2161522559507572,ARM
Armenia,1999,Domestic/Public Use,444.39999389648,1993.400047302221,0.2229356794176418,ARM
Armenia,1999,Total,444.39999389648,1993.400047302221,0.2229356794176418,ARM
Armenia,2000,Domestic/Public Use,603.2,2040.5,0.29561382014212206,ARM
Armenia,2000,Total,603.2,2040.5,0.29561382014212206,ARM
Armenia,2001,Domestic/Public Use,569.2,1913.7,0.29743428959607043,ARM
Armenia,2001,Total,569.2,1913.7,0.29743428959607043,ARM
Armenia,2002,Domestic/Public Use,552.2,1937.6000000000001,0.28499174236168456,ARM
Armenia,2002,Total,552.2,1937.6000000000001,0.28499174236168456,ARM
Armenia,2003,Domestic/Public Use,585.5,2005.7,0.29191803360422797,ARM
Armenia,2003,Total,585.5,2005.7,0.29191803360422797,ARM
Armenia,2004,Domestic/Public Use,565.8,2434.5,0.2324091189155884,ARM
Armenia,2004,Total,565.8,2434.5,0.2324091189155884,ARM
Armenia,2005,Domestic/Public Use,595.9,2587.6,0.230290616787757,ARM
Armenia,2005,Total,595.9,2587.6,0.230290616787757,ARM
Armenia,2006,Domestic/Public Use,594.2,2687.0,0.2211388165240045,ARM
Armenia,2006,Total,594.2,2687.0,0.2211388165240045,ARM
Armenia,2007,Domestic/Public Use,608.8,2934.9999,0.20742760502308705,ARM
Armenia,2007,Total,608.8,2934.9999,0.20742760502308705,ARM
Armenia,2008,Domestic/Public Use,618.8,2776.0001,0.22291065479428473,ARM
Armenia,2008,Total,618.8,2776.0001,0.22291065479428473,ARM
Armenia,2009,Domestic/Public Use,597.3,2363.4,0.2527291190657527,ARM
Armenia,2009,Total,597.3,2363.4,0.2527291190657527,ARM
Armenia,2010,Domestic/Public Use,559.6,2229.8,0.25096421203695396,ARM
Armenia,2010,Total,559.6,2229.8,0.25096421203695396,ARM
Armenia,2011,Domestic/Public Use,516.8,2255.7,0.22910848073768675,ARM
Armenia,2011,Total,516.8,2255.7,0.22910848073768675,ARM
Armenia,2012,Domestic/Public Use,535.7,2690.1,0.19913757852867925,ARM
Armenia,2012,Total,535.7,2690.1,0.19913757852867925,ARM
Armenia,2013,Domestic/Public Use,525.2,2857.5001,0.18379701893973688,ARM
Armenia,2013,Total,525.2,2857.5001,0.18379701893973688,ARM
Armenia,2014,Domestic/Public Use,500.2,2691.2,0.18586504161712247,ARM
Armenia,2014,Total,500.2,2691.2,0.18586504161712247,ARM
Armenia,2015,Domestic/Public Use,496.3,5176.1001,0.09588299886240609,ARM
Armenia,2015,Total,496.3,5176.1001,0.09588299886240609,ARM
Armenia,2016,Domestic/Public Use,479.8,5063.7,0.09475284870746688,ARM
Armenia,2016,Total,479.8,5063.7,0.09475284870746688,ARM
Armenia,2017,Domestic/Public Use,572.2,4433.0999,0.1290744654773063,ARM
Armenia,2017,Total,572.2,4433.0999,0.1290744654773063,ARM
Armenia,2018,Domestic/Public Use,589.7,4172.4,0.1413335250695044,ARM
Armenia,2018,Total,589.7,4172.4,0.1413335250695044,ARM
Armenia,2019,Domestic/Public Use,565.6,4220.299999999999,0.1340189086083928,ARM
Armenia,2019,Total,565.6,4220.299999999999,0.1340189086083928,ARM
Armenia,2020,Domestic/Public Use,555.3,4096.8,0.13554481546572933,ARM
Armenia,2020,Total,555.3,4096.8,0.13554481546572933,ARM
Armenia,2021,Domestic/Public Use,550.7,4501.700000000001,0.12233156363151697,ARM
Armenia,2021,Total,550.7,4501.700000000001,0.12233156363151697,ARM
Austria,1990,Domestic/Public Use,953.7,4582.0,0.20814054997817547,AUT
Austria,1990,Total,953.7,4582.0,0.20814054997817547,AUT
Austria,1991,Domestic/Public Use,1053.5,4304.3,0.24475524475524474,AUT
Austria,1991,Total,1053.5,4304.3,0.24475524475524474,AUT
Austria,1992,Domestic/Public Use,1110.5,4269.4,0.2601068065770366,AUT
Austria,1992,Total,1110.5,4269.4,0.2601068065770366,AUT
Austria,1993,Domestic/Public Use,1094.8,4171.8,0.2624286878565607,AUT
Austria,1993,Total,1094.8,4171.8,0.2624286878565607,AUT
Austria,1994,Domestic/Public Use,1084.4,4245.8,0.25540534174949364,AUT
Austria,1994,Total,1084.4,4245.8,0.25540534174949364,AUT
Austria,1995,Domestic/Public Use,948.5,4283.4,0.22143624223747493,AUT
Austria,1995,Total,948.5,4283.4,0.22143624223747493,AUT
Austria,1996,Domestic/Public Use,950.2,4291.6,0.22140926460993568,AUT
Austria,1996,Total,950.2,4291.6,0.22140926460993568,AUT
Austria,1997,Domestic/Public Use,947.5999999999999,4280.8,0.221360493365726,AUT
Austria,1997,Total,947.5999999999999,4280.8,0.221360493365726,AUT
Austria,1998,Domestic/Public Use,927.9,4249.3,0.21836537782693619,AUT
Austria,1998,Total,927.9,4249.3,0.21836537782693619,AUT
Austria,1999,Domestic/Public Use,898.1999999999999,4231.2,0.2122802041973908,AUT
Austria,1999,Total,898.1999999999999,4231.2,0.2122802041973908,AUT
Austria,2000,Domestic/Public Use,351.2,2806.4,0.1251425313568985,AUT
Austria,2000,Total,351.2,2806.4,0.1251425313568985,AUT
Austria,2001,Domestic/Public Use,353.5,2764.2000000000003,0.12788510238043554,AUT
Austria,2001,Total,353.5,2764.2000000000003,0.12788510238043554,AUT
Austria,2002,Domestic/Public Use,356.3,2723.0,0.1308483290488432,AUT
Austria,2002,Total,356.3,2723.0,0.1308483290488432,AUT
Austria,2010,Domestic/Public Use,968.0,755.0,1.2821192052980133,AUT
Austria,2010,Total,968.0,755.0,1.2821192052980133,AUT
Austria,2016,Domestic/Public Use,379.0,1433.0,0.264480111653873,AUT
Austria,2016,Total,379.0,1433.0,0.264480111653873,AUT
Austria,2017,Domestic/Public Use,375.77,1467.4,0.25607877879242197,AUT
Austria,2017,Total,375.77,1467.4,0.25607877879242197,AUT
Austria,2018,Domestic/Public Use,378.14,1493.2,0.2532413608357889,AUT
Austria,2018,Total,378.14,1493.2,0.2532413608357889,AUT
Austria,2021,Domestic/Public Use,390.77,33.98,11.5,AUT
Austria,2021,Total,390.77,33.98,11.5,AUT
Austria,2022,Domestic/Public Use,395.19,34.36,11.501455180442376,AUT
Austria,2022,Total,395.19,34.36,11.501455180442376,AUT
Azerbaijan,2003,Domestic/Public Use,600.4,18697.0,0.032112103546023424,AZE
Azerbaijan,2003,Total,600.4,18697.0,0.032112103546023424,AZE
Azerbaijan,2004,Domestic/Public Use,690.7,19923.0,0.03466847362345028,AZE
Azerbaijan,2004,Total,690.7,19923.0,0.03466847362345028,AZE
Azerbaijan,2005,Domestic/Public Use,695.4,21339.0,0.03258821875439336,AZE
Azerbaijan,2005,Total,695.4,21339.0,0.03258821875439336,AZE
Azerbaijan,2006,Domestic/Public Use,700.1,22013.0,0.031803934038976966,AZE
Azerbaijan,2006,Total,700.1,22013.0,0.031803934038976966,AZE
Azerbaijan,2007,Domestic/Public Use,664.9,22190.0,0.02996394772420009,AZE
Azerbaijan,2007,Total,664.9,22190.0,0.02996394772420009,AZE
Azerbaijan,2008,Domestic/Public Use,684.5,21328.0,0.03209396099024756,AZE
Azerbaijan,2008,Total,684.5,21328.0,0.03209396099024756,AZE
Azerbaijan,2009,Domestic/Public Use,663.6,20964.0,0.031654264453348596,AZE
Azerbaijan,2009,Total,663.6,20964.0,0.031654264453348596,AZE
Azerbaijan,2010,Domestic/Public Use,617.8,20582.0,0.030016519288698862,AZE
Azerbaijan,2010,Total,617.8,20582.0,0.030016519288698862,AZE
Azerbaijan,2011,Domestic/Public Use,714.4,21027.0,0.033975365006895894,AZE
Azerbaijan,2011,Total,714.4,21027.0,0.033975365006895894,AZE
Azerbaijan,2012,Domestic/Public Use,715.8,22180.0,0.032272317403065826,AZE
Azerbaijan,2012,Total,715.8,22180.0,0.032272317403065826,AZE
Azerbaijan,2013,Domestic/Public Use,718.4,22184.0,0.03238369996393797,AZE
Azerbaijan,2013,Total,718.4,22184.0,0.03238369996393797,AZE
Azerbaijan,2014,Domestic/Public Use,715.8,21307.0,0.03359459332613695,AZE
Azerbaijan,2014,Total,715.8,21307.0,0.03359459332613695,AZE
Azerbaijan,2015,Domestic/Public Use,692.0,21744.0,0.03182487122884474,AZE
Azerbaijan,2015,Total,692.0,21744.0,0.03182487122884474,AZE
Azerbaijan,2016,Domestic/Public Use,662.0,22048.0,0.030025399129172715,AZE
Azerbaijan,2016,Total,662.0,22048.0,0.030025399129172715,AZE
Azerbaijan,2017,Domestic/Public Use,630.7,22703.0,0.02778046954147029,AZE
Azerbaijan,2017,Total,630.7,22703.0,0.02778046954147029,AZE
Azerbaijan,2018,Domestic/Public Use,639.4,22883.0,0.02794214045361185,AZE
Azerbaijan,2018,Total,639.4,22883.0,0.02794214045361185,AZE
Azerbaijan,2019,Domestic/Public Use,673.6,23639.0,0.028495283218410255,AZE
Azerbaijan,2019,Total,673.6,23639.0,0.028495283218410255,AZE
Azerbaijan,2020,Domestic/Public Use,689.367,22847.0,0.03017319560554996,AZE
Azerbaijan,2020,Total,689.367,22847.0,0.03017319560554996,AZE
Azerbaijan,2021,Domestic/Public Use,655.109,24322.0,0.026934832661787683,AZE
Azerbaijan,2021,Total,655.109,24322.0,0.026934832661787683,AZE
Belarus,2001,Domestic/Public Use,886.6,5.8,152.86206896551724,BLR
Belarus,2001,Total,886.6,5.8,152.86206896551724,BLR
Belarus,2002,Domestic/Public Use,899.3,5.4,166.537037037037,BLR
Belarus,2002,Total,899.3,5.4,166.537037037037,BLR
Belarus,2003,Domestic/Public Use,888.6,11.7,75.94871794871796,BLR
Belarus,2003,Total,888.6,11.7,75.94871794871796,BLR
Belarus,2004,Domestic/Public Use,863.0,7.9,109.24050632911391,BLR
Belarus,2004,Total,863.0,7.9,109.24050632911391,BLR
Belarus,2005,Domestic/Public Use,833.9,6.3,132.36507936507937,BLR
Belarus,2005,Total,833.9,6.3,132.36507936507937,BLR
Belarus,2006,Domestic/Public Use,809.9,1459.1,0.5550681927215407,BLR
Belarus,2006,Total,809.9,1459.1,0.5550681927215407,BLR
Belarus,2007,Domestic/Public Use,767.2,1451.2,0.5286659316427784,BLR
Belarus,2007,Total,767.2,1451.2,0.5286659316427784,BLR
Belarus,2008,Domestic/Public Use,714.5,1417.3000000000002,0.5041275664996824,BLR
Belarus,2008,Total,714.5,1417.3000000000002,0.5041275664996824,BLR
Belarus,2009,Domestic/Public Use,650.1,1332.0,0.4880630630630631,BLR
Belarus,2009,Total,650.1,1332.0,0.4880630630630631,BLR
Belarus,2010,Domestic/Public Use,650.2,1406.1,0.4624137685797597,BLR
Belarus,2010,Total,650.2,1406.1,0.4624137685797597,BLR
Belarus,2011,Domestic/Public Use,590.7,1419.4,0.4161617584895026,BLR
Belarus,2011,Total,590.7,1419.4,0.4161617584895026,BLR
Belarus,2012,Domestic/Public Use,616.1,1500.1,0.41070595293647094,BLR
Belarus,2012,Total,616.1,1500.1,0.41070595293647094,BLR
Belarus,2013,Domestic/Public Use,622.5,1449.3,0.4295176981991306,BLR
Belarus,2013,Total,622.5,1449.3,0.4295176981991306,BLR
Belarus,2014,Domestic/Public Use,619.8,1440.8999999999999,0.43014782427649384,BLR
Belarus,2014,Total,619.8,1440.8999999999999,0.43014782427649384,BLR
Belarus,2015,Domestic/Public Use,601.2,1323.2,0.4543530834340992,BLR
Belarus,2015,Total,601.2,1323.2,0.4543530834340992,BLR
Belarus,2016,Domestic/Public Use,573.1,1122.9,0.5103749220767655,BLR
Belarus,2016,Total,573.1,1122.9,0.5103749220767655,BLR
Belarus,2017,Domestic/Public Use,553.2,1099.4,0.5031835546661816,BLR
Belarus,2017,Total,553.2,1099.4,0.5031835546661816,BLR
Belarus,2018,Domestic/Public Use,539.6,1089.8,0.49513672233437334,BLR
Belarus,2018,Total,539.6,1089.8,0.49513672233437334,BLR
Belarus,2019,Domestic/Public Use,535.4,1104.3,0.484832020284343,BLR
Belarus,2019,Total,535.4,1104.3,0.484832020284343,BLR
Belarus,2020,Domestic/Public Use,532.6,1070.3,0.4976174904232459,BLR
Belarus,2020,Total,532.6,1070.3,0.4976174904232459,BLR
Belarus,2021,Domestic/Public Use,544.4,1181.4,0.4608092094125613,BLR
Belarus,2021,Total,544.4,1181.4,0.4608092094125613,BLR
Belgium,1990,Industry,0.2,1370.1,0.0001459747463688782,BEL
Belgium,1990,Total,0.2,1370.1,0.0001459747463688782,BEL
Belgium,1994,Domestic/Public Use,602.4,3677.0,0.16382920859396247,BEL
Belgium,1994,Total,602.4,3677.0,0.16382920859396247,BEL
Belgium,1995,Agriculture,16.0,5132.400000000001,0.003117449925960564,BEL
Belgium,1995,Domestic/Public Use,1095.9,5132.400000000001,0.2135258358662614,BEL
Belgium,1995,Energy Production,2.3,5132.400000000001,0.00044813342685683105,BEL
Belgium,1995,Industry,273.0,5132.400000000001,0.05319148936170212,BEL
Belgium,1995,Services,114.1,5132.400000000001,0.02223131478450627,BEL
Belgium,1995,Total,1501.3,5132.400000000001,0.29251422336528715,BEL
Belgium,1996,Agriculture,16.7,5253.5,0.003178833158846483,BEL
Belgium,1996,Domestic/Public Use,416.8,5253.5,0.07933758446749786,BEL
Belgium,1996,Energy Production,3.5,5253.5,0.0006662225183211193,BEL
Belgium,1996,Industry,196.6,5253.5,0.03742267060055201,BEL
Belgium,1996,Total,633.6,5253.5,0.12060531074521748,BEL
Belgium,1997,Agriculture,15.2,5238.5,0.0029015939677388566,BEL
Belgium,1997,Domestic/Public Use,415.3,5238.5,0.07927841939486495,BEL
Belgium,1997,Energy Production,3.0,5238.5,0.0005726830199484585,BEL
Belgium,1997,Industry,203.5,5238.5,0.03884699818650377,BEL
Belgium,1997,Total,637.0,5238.5,0.12159969456905603,BEL
Belgium,1998,Agriculture,15.7,5089.7,0.0030846611784584553,BEL
Belgium,1998,Domestic/Public Use,414.8,5089.7,0.08149792718627817,BEL
Belgium,1998,Energy Production,1.9,5089.7,0.0003733029451637621,BEL
Belgium,1998,Industry,202.9,5089.7,0.03986482503880386,BEL
Belgium,1998,Total,635.3,5089.7,0.12482071634870424,BEL
Belgium,1999,Agriculture,13.6,4943.3,0.0027511985920336615,BEL
Belgium,1999,Domestic/Public Use,409.6,4943.3,0.08285962818360205,BEL
Belgium,1999,Energy Production,2.1,4943.3,0.0004248174296522566,BEL
Belgium,1999,Industry,210.10000000000002,4943.3,0.04250197236663768,BEL
Belgium,1999,Total,635.4000000000001,4943.3,0.12853761657192564,BEL
Belgium,2000,Agriculture,12.60102,4720.88688,0.002669206087818821,BEL
Belgium,2000,Domestic/Public Use,871.8873000000001,4720.88688,0.18468718318452912,BEL
Belgium,2000,Energy Production,1.940325,4720.88688,0.00041100857726970153,BEL
Belgium,2000,Industry,337.12278399999997,4720.88688,0.0714109006568698,BEL
Belgium,2000,Services,83.6795,4720.88688,0.017725377058812306,BEL
Belgium,2000,Total,1307.230929,4720.88688,0.2769036755652997,BEL
Belgium,2001,Agriculture,13.71987,4486.0433140000005,0.0030583454148075573,BEL
Belgium,2001,Domestic/Public Use,868.6718999999999,4486.0433140000005,0.19363876788462053,BEL
Belgium,2001,Energy Production,1.892836,4486.0433140000005,0.0004219388595943458,BEL
Belgium,2001,Industry,332.468545,4486.0433140000005,0.07411175544436573,BEL
Belgium,2001,Services,76.53761,4486.0433140000005,0.017061273073566224,BEL
Belgium,2001,Total,1293.290761,4486.0433140000005,0.2882920806769544,BEL
Belgium,2002,Agriculture,12.26052,4444.3989870000005,0.0027586452152163626,BEL
Belgium,2002,Domestic/Public Use,976.6912,4444.3989870000005,0.21975776766596583,BEL
Belgium,2002,Energy Production,1.652635,4444.3989870000005,0.0003718466782199363,BEL
Belgium,2002,Industry,320.388306,4444.3989870000005,0.0720881061617432,BEL
Belgium,2002,Services,79.78703,4444.3989870000005,0.017952265364423726,BEL
Belgium,2002,Total,1390.779691,4444.3989870000005,0.31292863108556906,BEL
Belgium,2003,Agriculture,12.41224,4502.556877,0.002756709207473716,BEL
Belgium,2003,Domestic/Public Use,984.701,4502.556877,0.2186981812556457,BEL
Belgium,2003,Energy Production,1.338418,4502.556877,0.00029725732213110254,BEL
Belgium,2003,Industry,324.693687,4502.556877,0.07211317832731956,BEL
Belgium,2003,Services,84.58403,4502.556877,0.018785777128562855,BEL
Belgium,2003,Total,1407.7293750000001,4502.556877,0.31265110324113293,BEL
Belgium,2004,Agriculture,12.50466,4380.21296,0.0028548064019243485,BEL
Belgium,2004,Domestic/Public Use,990.3274000000001,4380.21296,0.2260911533397226,BEL
Belgium,2004,Energy Production,2.614468,4380.21296,0.0005968814813058769,BEL
Belgium,2004,Industry,326.546941,4380.21296,0.07455047139991111,BEL
Belgium,2004,Services,89.66734,4380.21296,0.020471000113199977,BEL
Belgium,2004,Total,1421.6608090000002,4380.21296,0.3245643127360639,BEL
Belgium,2005,Agriculture,10.66669,4159.108333,0.0025646578896169375,BEL
Belgium,2005,Domestic/Public Use,943.4443,4159.108333,0.2268381163612263,BEL
Belgium,2005,Energy Production,1.76862,4159.108333,0.00042524018573093515,BEL
Belgium,2005,Industry,327.737151,4159.108333,0.07879985919087623,BEL
Belgium,2005,Services,87.67159,4159.108333,0.021079419668965857,BEL
Belgium,2005,Total,1371.288351,4159.108333,0.32970729329641624,BEL
Belgium,2006,Agriculture,11.24843,4338.145568,0.0025929120689202286,BEL
Belgium,2006,Domestic/Public Use,986.4992,4338.145568,0.22740112901624052,BEL
Belgium,2006,Energy Production,1.945213,4338.145568,0.0004483973553927548,BEL
Belgium,2006,Industry,334.716486,4338.145568,0.077156582404475,BEL
Belgium,2006,Services,88.95842,4338.145568,0.0205060938148768,BEL
Belgium,2006,Total,1423.367749,4338.145568,0.32810511465990533,BEL
Belgium,2007,Agriculture,10.97737,4164.477791,0.002635953545898019,BEL
Belgium,2007,Domestic/Public Use,986.9852000000001,4164.477791,0.2370009517479019,BEL
Belgium,2007,Energy Production,1.744605,4164.477791,0.0004189252740812611,BEL
Belgium,2007,Industry,329.794692,4164.477791,0.07919232819844325,BEL
Belgium,2007,Services,91.57854,4164.477791,0.02199040182130725,BEL
Belgium,2007,Total,1421.080407,4164.477791,0.34123856058763163,BEL
Belgium,2008,Agriculture,10.12086,4059.872754,0.0024929007910477977,BEL
Belgium,2008,Domestic/Public Use,960.9209000000001,4059.872754,0.23668744274146283,BEL
Belgium,2008,Energy Production,1.786607,4059.872754,0.00044006477745878636,BEL
Belgium,2008,Industry,308.884985,4059.872754,0.07608243009480291,BEL
Belgium,2008,Services,88.18909,4059.872754,0.021722131540480295,BEL
Belgium,2008,Total,1369.902442,4059.872754,0.3374249699452526,BEL
Belgium,2009,Agriculture,10.19106,3831.006451,0.0026601521376555886,BEL
Belgium,2009,Domestic/Public Use,951.7735,3831.006451,0.24843954511002206,BEL
Belgium,2009,Energy Production,1.780407,3831.006451,0.0004647361007536972,BEL
Belgium,2009,Industry,289.024227,3831.006451,0.0754434195548161,BEL
Belgium,2009,Services,87.34718,3831.006451,0.022800060797913805,BEL
Belgium,2009,Total,1340.116374,3831.006451,0.3498079137011612,BEL
Belgium,2010,Agriculture,10.4224,3990.7375279999997,0.0026116475781416014,BEL
Belgium,2010,Domestic/Public Use,961.6869999999999,3990.7375279999997,0.24097976708630084,BEL
Belgium,2010,Energy Production,1.801136,3990.7375279999997,0.0004513291058013175,BEL
Belgium,2010,Industry,314.321397,3990.7375279999997,0.0787627336537779,BEL
Belgium,2010,Services,87.31072,3990.7375279999997,0.021878341882272747,BEL
Belgium,2010,Total,1375.542653,3990.7375279999997,0.34468381930629444,BEL
Belgium,2011,Agriculture,9.548162,3991.612953,0.0023920560716749434,BEL
Belgium,2011,Domestic/Public Use,945.9935,3991.612953,0.23699529767509503,BEL
Belgium,2011,Energy Production,1.643579,3991.612953,0.00041175810865247485,BEL
Belgium,2011,Industry,321.54170799999997,3991.612953,0.08055433023844083,BEL
Belgium,2011,Services,88.94945,3991.612953,0.022284086921089817,BEL
Belgium,2011,Total,1367.6763990000002,3991.612953,0.34263752901495315,BEL
Belgium,2012,Agriculture,9.407714,3944.226416,0.002385186094245762,BEL
Belgium,2012,Domestic/Public Use,919.7875,3944.226416,0.23319845338209408,BEL
Belgium,2012,Energy Production,1.340787,3944.226416,0.00033993662092039495,BEL
Belgium,2012,Industry,315.139,3944.226416,0.0798988107583325,BEL
Belgium,2012,Services,101.2046,3944.226416,0.02565892251759616,BEL
Belgium,2012,Total,1346.879601,3944.226416,0.34148130937318893,BEL
Belgium,2013,Agriculture,9.269554,3835.3903060000002,0.002416847637513948,BEL
Belgium,2013,Domestic/Public Use,925.4994,3835.3903060000002,0.24130514137040215,BEL
Belgium,2013,Energy Production,1.245422,3835.3903060000002,0.00032471845122299266,BEL
Belgium,2013,Industry,273.581778,3835.3903060000002,0.07133088321467952,BEL
Belgium,2013,Services,101.8648,3835.3903060000002,0.026559174392406674,BEL
Belgium,2013,Total,1311.460954,3835.3903060000002,0.3419367650662253,BEL
Belgium,2014,Agriculture,9.241592,3913.699653,0.002361344206093068,BEL
Belgium,2014,Domestic/Public Use,928.3813,3913.699653,0.23721322081738191,BEL
Belgium,2014,Energy Production,1.265303,3913.699653,0.00032330099705788536,BEL
Belgium,2014,Industry,260.332601,3913.699653,0.06651828808591512,BEL
Belgium,2014,Services,102.3593,3913.699653,0.026154102019948746,BEL
Belgium,2014,Total,1301.580096,3913.699653,0.3325702561263967,BEL
Belgium,2015,Agriculture,9.184016,3766.194134,0.002438540253963446,BEL
Belgium,2015,Domestic/Public Use,931.2032,3766.194134,0.247253106682259,BEL
Belgium,2015,Energy Production,1.069818,3766.194134,0.00028405811329321136,BEL
Belgium,2015,Industry,275.543304,3766.194134,0.07316226784819266,BEL
Belgium,2015,Services,99.58253,3766.194134,0.026441156896560555,BEL
Belgium,2015,Total,1316.5828680000002,3766.194134,0.3495791297942689,BEL
Belgium,2016,Agriculture,9.121987,3714.502593,0.002455776183112763,BEL
Belgium,2016,Domestic/Public Use,922.3757,3714.502593,0.24831741987156555,BEL
Belgium,2016,Energy Production,0.8115247,3714.502593,0.00021847466240279992,BEL
Belgium,2016,Industry,273.573795,3714.502593,0.07365018280389715,BEL
Belgium,2016,Services,100.4671,3714.502593,0.02704725531470372,BEL
Belgium,2016,Total,1306.3501067,3714.502593,0.351689108835682,BEL
Belgium,2017,Agriculture,9.453719,3896.05824,0.0024264829778314605,BEL
Belgium,2017,Domestic/Public Use,924.4765,3896.05824,0.2372850822681747,BEL
Belgium,2017,Energy Production,0.810017,3896.05824,0.00020790679966837457,BEL
Belgium,2017,Industry,281.486473,3896.05824,0.07224904137983318,BEL
Belgium,2017,Services,99.72442,3896.05824,0.02559623441358002,BEL
Belgium,2017,Total,1315.951129,3896.05824,0.3377647478390878,BEL
Belgium,2018,Agriculture,9.709339,3905.316409,0.002486184980460056,BEL
Belgium,2018,Domestic/Public Use,929.1188,3905.316409,0.23791127342685947,BEL
Belgium,2018,Energy Production,0.881739,3905.316409,0.00022577914505672006,BEL
Belgium,2018,Industry,281.761475,3905.316409,0.07214818096445819,BEL
Belgium,2018,Services,103.1731,3905.316409,0.026418627633405672,BEL
Belgium,2018,Total,1324.644453,3905.316409,0.3391900461502401,BEL
Belgium,2019,Agriculture,10.15174,3836.663272,0.002645981489719852,BEL
Belgium,2019,Domestic/Public Use,932.5792,3836.663272,0.24307038014150753,BEL
Belgium,2019,Energy Production,0.921627,3836.663272,0.00024021576423608542,BEL
Belgium,2019,Industry,273.347732,3836.663272,0.07124621386372217,BEL
Belgium,2019,Services,105.2913,3836.663272,0.02744345608029164,BEL
Belgium,2019,Total,1322.291599,3836.663272,0.34464624733947724,BEL
Belgium,2020,Agriculture,10.58132,3704.07527332031,0.002856669808039557,BEL
Belgium,2020,Domestic/Public Use,942.3849,3704.07527332031,0.25441839878033906,BEL
Belgium,2020,Energy Production,0.94399,3704.07527332031,0.00025485173230667456,BEL
Belgium,2020,Industry,269.25993700000004,3704.07527332031,0.07269289016328145,BEL
Belgium,2020,Services,99.07318,3704.07527332031,0.026747075231867902,BEL
Belgium,2020,Total,1322.243327,3704.07527332031,0.3569698857158346,BEL
Belgium,2021,Agriculture,10.18993,3840.094829165738,0.002653562074198508,BEL
Belgium,2021,Domestic/Public Use,951.2573,3840.094829165738,0.2477171378100215,BEL
Belgium,2021,Energy Production,1.030966,3840.094829165738,0.000268474099173217,BEL
Belgium,2021,Industry,272.987709,3840.094829165738,0.07108879367421941,BEL
Belgium,2021,Services,97.7362,3840.094829165738,0.025451506889279926,BEL
Belgium,2021,Total,1333.202105,3840.094829165738,0.3471794745468926,BEL
Bulgaria,1990,Agriculture,86.8,18798.579999999998,0.004617370035396291,BGR
Bulgaria,1990,Domestic/Public Use,1614.3000000000002,18798.579999999998,0.08587350746705338,BGR
Bulgaria,1990,Energy Production,1.5,18798.579999999998,7.979326098035065e-05,BGR
Bulgaria,1990,Industry,1106.8,18798.579999999998,0.05887678750203473,BGR
Bulgaria,1990,Services,299.1,18798.579999999998,0.015910776239481922,BGR
Bulgaria,1990,Total,3108.5,18798.579999999998,0.16535823450494666,BGR
Bulgaria,1991,Agriculture,60.7,12279.1,0.004943359040972059,BGR
Bulgaria,1991,Domestic/Public Use,1435.3,12279.1,0.11688967432466549,BGR
Bulgaria,1991,Energy Production,26.6,12279.1,0.002166282545137673,BGR
Bulgaria,1991,Industry,631.6,12279.1,0.0514369945680058,BGR
Bulgaria,1991,Services,237.9,12279.1,0.019374384116099715,BGR
Bulgaria,1991,Total,2392.1000000000004,12279.1,0.19481069459488076,BGR
Bulgaria,1992,Agriculture,47.3,11792.74,0.004010942325532488,BGR
Bulgaria,1992,Domestic/Public Use,1301.2,11792.74,0.11033907302289375,BGR
Bulgaria,1992,Energy Production,14.3,11792.74,0.0012126104705098223,BGR
Bulgaria,1992,Industry,555.0999999999999,11792.74,0.047071333718881274,BGR
Bulgaria,1992,Services,220.2,11792.74,0.018672505287151246,BGR
Bulgaria,1992,Total,2138.1,11792.74,0.18130646482496857,BGR
Bulgaria,1993,Agriculture,23.1,7240.78,0.003190264032328009,BGR
Bulgaria,1993,Domestic/Public Use,1148.1,7240.78,0.15856026560674402,BGR
Bulgaria,1993,Energy Production,14.8,7240.78,0.002043978687378984,BGR
Bulgaria,1993,Industry,419.29999999999995,7240.78,0.057908125920135674,BGR
Bulgaria,1993,Services,176.8,7240.78,0.024417258914094894,BGR
Bulgaria,1993,Total,1782.1000000000001,7240.78,0.2461198931606816,BGR
Bulgaria,1994,Agriculture,12.3,7363.55,0.0016703899613637445,BGR
Bulgaria,1994,Domestic/Public Use,1058.6,7363.55,0.1437621799268016,BGR
Bulgaria,1994,Energy Production,14.8,7363.55,0.002009900116112473,BGR
Bulgaria,1994,Industry,376.3,7363.55,0.05110306849277862,BGR
Bulgaria,1994,Services,135.7,7363.55,0.018428611199760983,BGR
Bulgaria,1994,Total,1597.7,7363.55,0.21697414969681744,BGR
