STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Source of water,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2018,,86.60513,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DEU,Germany,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2019,,79.52992,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1985,,615.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1989,,587.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1990,,571,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1991,,551.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1992,,539.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1993,,512.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1994,,493.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1995,,470,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1996,,509,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1997,,464.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1998,,440.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1999,,422,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2000,,419.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2001,,410.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2002,,379.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2003,,370.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2004,,371,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2005,,420.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2006,,404.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2007,,409.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2008,,406.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2009,,385.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2010,,367.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2011,,360.16,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2012,,362.64,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2013,,362.91,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2014,,358.84,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2015,,350.73,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2016,,357.69,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2017,,355.37,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2018,,366.67,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2019,,358.91,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2020,,372.71,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2021,,361.49,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2022,,355.32,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2010,,0.17,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2011,,0.21,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2012,,0.17,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2013,,0.19,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2014,,0.16,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2015,,0.17,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2016,,0.22,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2017,,0.14,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2018,,0.13,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2019,,0.12,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2020,,0.11,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2021,,0.11,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,DNK,Denmark,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2022,,0.11,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2000,,13.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2001,,13.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2002,,13.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2003,,13.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2004,,15.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2005,,15.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2006,,13.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2007,,17.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2008,,10,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2009,,9.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2010,,9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2011,,8.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2012,,8.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2013,,8.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2014,,8.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2015,,6.55,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2016,,7.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2017,,8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2018,,7.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2019,,6.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ESP,Spain,A,Annual,PUB_TEX,Textile,M3,Cubic metres,PUBLIC,Public water supply,2020,,6.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GBR,United Kingdom,A,Annual,PUB_ELEC,Electricity production,M3,Cubic metres,PUBLIC,Public water supply,2011,,26,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1990,,556,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1995,,422,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1999,,459.39999389648,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2000,,493.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2001,,568.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2002,,594,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2003,,565,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2004,,551,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2005,,551,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2006,,466,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2007,,451,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2008,,465,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2009,,509,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2010,,782,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2011,,676,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2012,,726,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2013,,693,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2014,,690,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2015,,913.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2016,,890.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2017,,888.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2018,,799.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2019,,816.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2020,,760.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,GEO,Georgia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2021,,931.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2000,,1.53148,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2001,,1.167,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2002,,1.159,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2003,,2.197,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2004,,1.905,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2005,,1.693,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2006,,1.537,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,HRV,Croatia,A,Annual,PUB_CHEM,"Chemicals, refined petroleum etc",M3,Cubic metres,PUBLIC,Public water supply,2007,,1.491,,A,Normal value,6,Millions,1,One
